Company,FacilityID,Process,Year,Baseline_Emissions_kt,Final_Emissions_kt,Abatement_kt,Reduction_Percent,Technologies_Deployed,Technology_Count
LG Chem,SK인천석유화학_인천_P-X_2014,BTX Plant,2050,814.7160258690337,315.70246002425057,499.01356584478316,61.25000000000001,EE - BTX Plant(20.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,한화토탈에너지스_대산_Ethylene_1991,Naphtha Cracker,2025,1814.4849559586648,1809.5895998500255,4.895356108639362,0.26979314943137406,Wind PPAs(1.1%),1
Lotte Chemical,한화토탈에너지스_대산_Ethylene_1991,Naphtha Cracker,2030,1814.4849559586648,1389.8707486268931,424.6142073317717,23.401362790987214,EE - Naphtha Cracker(5.0%); Solar Thermal(7.8%); Solar PV(20.0%),7
Lotte Chemical,한화토탈에너지스_대산_Ethylene_1991,Naphtha Cracker,2035,1814.4849559586648,796.3767170202166,1018.1082389384483,56.11004024007138,EE - Naphtha Cracker(9.8%); Solar Thermal(24.0%); Solar PV(39.3%),7
Lotte Chemical,한화토탈에너지스_대산_Ethylene_1991,Naphtha Cracker,2040,1814.4849559586648,748.4750443329492,1066.0099116257156,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,한화토탈에너지스_대산_Ethylene_1991,Naphtha Cracker,2045,1814.4849559586648,748.4750443329492,1066.0099116257156,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,한화토탈에너지스_대산_Ethylene_1991,Naphtha Cracker,2050,1814.4849559586648,748.4750443329492,1066.0099116257156,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,롯데케미칼_대산_Ethylene_1991,Naphtha Cracker,2025,1308.8088206914956,1305.2777441541164,3.531076537379249,0.26979314943137694,Wind PPAs(1.1%),1
Lotte Chemical,롯데케미칼_대산_Ethylene_1991,Naphtha Cracker,2030,1308.8088206914956,1002.5297203210373,306.2791003704583,23.40136279098722,EE - Naphtha Cracker(5.0%); Solar Thermal(7.8%); Solar PV(20.0%),7
Lotte Chemical,롯데케미칼_대산_Ethylene_1991,Naphtha Cracker,2035,1308.8088206914956,574.4356647358936,734.373155955602,56.11004024007139,EE - Naphtha Cracker(9.8%); Solar Thermal(24.0%); Solar PV(39.3%),7
Lotte Chemical,롯데케미칼_대산_Ethylene_1991,Naphtha Cracker,2040,1308.8088206914956,539.883638535242,768.9251821562536,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,롯데케미칼_대산_Ethylene_1991,Naphtha Cracker,2045,1308.8088206914956,539.883638535242,768.9251821562536,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,롯데케미칼_대산_Ethylene_1991,Naphtha Cracker,2050,1308.8088206914956,539.883638535242,768.9251821562536,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,한화토탈에너지스_대산_P-X_1997,BTX Plant,2025,1086.288034492045,1083.3573037918927,2.930730700152253,0.2697931494313735,Wind PPAs(1.1%),1
Lotte Chemical,한화토탈에너지스_대산_P-X_1997,BTX Plant,2030,1086.288034492045,818.5032301543266,267.78480433771836,24.651362790987218,EE - BTX Plant(10.0%); Solar Thermal(7.8%); Solar PV(20.0%),7
Lotte Chemical,한화토탈에너지스_대산_P-X_1997,BTX Plant,2035,1086.288034492045,450.1026354698689,636.1853990221761,58.565074715166155,EE - BTX Plant(19.6%); Solar Thermal(24.0%); Solar PV(39.3%),7
Lotte Chemical,한화토탈에너지스_대산_P-X_1997,BTX Plant,2040,1086.288034492045,420.9366133656674,665.3514211263775,61.25000000000001,EE - BTX Plant(20.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,한화토탈에너지스_대산_P-X_1997,BTX Plant,2045,1086.288034492045,420.9366133656674,665.3514211263775,61.25000000000001,EE - BTX Plant(20.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,한화토탈에너지스_대산_P-X_1997,BTX Plant,2050,1086.288034492045,420.9366133656674,665.3514211263775,61.25000000000001,EE - BTX Plant(20.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,대한유화_온산_Ethylene_1991,Naphtha Cracker,2025,1070.8435805657691,1067.954517944277,2.8890626214920303,0.26979314943136923,Wind PPAs(1.1%),1
Lotte Chemical,대한유화_온산_Ethylene_1991,Naphtha Cracker,2030,1070.8435805657691,820.251589353576,250.59199121219308,23.401362790987214,EE - Naphtha Cracker(5.0%); Solar Thermal(7.8%); Solar PV(20.0%),7
Lotte Chemical,대한유화_온산_Ethylene_1991,Naphtha Cracker,2035,1070.8435805657691,469.9928166020949,600.8507639636742,56.11004024007138,EE - Naphtha Cracker(9.8%); Solar Thermal(24.0%); Solar PV(39.3%),7
Lotte Chemical,대한유화_온산_Ethylene_1991,Naphtha Cracker,2040,1070.8435805657691,441.7229769833798,629.1206035823893,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,대한유화_온산_Ethylene_1991,Naphtha Cracker,2045,1070.8435805657691,441.7229769833798,629.1206035823893,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,대한유화_온산_Ethylene_1991,Naphtha Cracker,2050,1070.8435805657691,441.7229769833798,629.1206035823893,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,LG화학_여수_Propylene_2021,Naphtha Cracker,2025,828.5943267127454,826.3588359826974,2.2354907300480136,0.26979314943137506,Wind PPAs(1.1%),1
Lotte Chemical,LG화학_여수_Propylene_2021,Naphtha Cracker,2030,828.5943267127454,634.691962253158,193.9023644595875,23.40136279098722,EE - Naphtha Cracker(5.0%); Solar Thermal(7.8%); Solar PV(20.0%),7
Lotte Chemical,LG화학_여수_Propylene_2021,Naphtha Cracker,2035,828.5943267127454,363.6697165672755,464.92461014546996,56.11004024007138,EE - Naphtha Cracker(9.8%); Solar Thermal(24.0%); Solar PV(39.3%),7
Lotte Chemical,LG화학_여수_Propylene_2021,Naphtha Cracker,2040,828.5943267127454,341.7951597690075,486.79916694373793,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,LG화학_여수_Propylene_2021,Naphtha Cracker,2045,828.5943267127454,341.7951597690075,486.79916694373793,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
Lotte Chemical,LG화학_여수_Propylene_2021,Naphtha Cracker,2050,828.5943267127454,341.7951597690075,486.79916694373793,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,LG화학_대산_Ethylene_1991,Naphtha Cracker,2025,1546.774060817222,1542.6009703639559,4.173090453266241,0.2697931494313676,Wind PPAs(1.1%),1
SK Chemicals,LG화학_대산_Ethylene_1991,Naphtha Cracker,2030,1546.774060817222,1184.8078512884986,361.96620952872354,23.401362790987225,EE - Naphtha Cracker(5.0%); Solar Thermal(7.8%); Solar PV(20.0%),7
SK Chemicals,LG화학_대산_Ethylene_1991,Naphtha Cracker,2035,1546.774060817222,678.8785128696925,867.8955479475296,56.11004024007139,EE - Naphtha Cracker(9.8%); Solar Thermal(24.0%); Solar PV(39.3%),7
SK Chemicals,LG화학_대산_Ethylene_1991,Naphtha Cracker,2040,1546.774060817222,638.0443000871043,908.7297607301178,58.74999999999999,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,LG화학_대산_Ethylene_1991,Naphtha Cracker,2045,1546.774060817222,638.0443000871043,908.7297607301178,58.74999999999999,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,LG화학_대산_Ethylene_1991,Naphtha Cracker,2050,1546.774060817222,638.0443000871043,908.7297607301178,58.74999999999999,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,GS칼텍스_여수_Ethylene_2021,Naphtha Cracker,2025,1070.8435805657691,1067.954517944277,2.8890626214920303,0.26979314943136923,Wind PPAs(1.1%),1
SK Chemicals,GS칼텍스_여수_Ethylene_2021,Naphtha Cracker,2030,1070.8435805657691,820.251589353576,250.59199121219308,23.401362790987214,EE - Naphtha Cracker(5.0%); Solar Thermal(7.8%); Solar PV(20.0%),7
SK Chemicals,GS칼텍스_여수_Ethylene_2021,Naphtha Cracker,2035,1070.8435805657691,469.9928166020949,600.8507639636742,56.11004024007138,EE - Naphtha Cracker(9.8%); Solar Thermal(24.0%); Solar PV(39.3%),7
SK Chemicals,GS칼텍스_여수_Ethylene_2021,Naphtha Cracker,2040,1070.8435805657691,441.7229769833798,629.1206035823893,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,GS칼텍스_여수_Ethylene_2021,Naphtha Cracker,2045,1070.8435805657691,441.7229769833798,629.1206035823893,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,GS칼텍스_여수_Ethylene_2021,Naphtha Cracker,2050,1070.8435805657691,441.7229769833798,629.1206035823893,58.75,EE - Naphtha Cracker(10.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,한화임팩트_울산_TPA_1995,Utility,2025,443.34193877964606,442.14583260026234,1.1961061793837189,0.2697931494313735,Wind PPAs(1.1%),1
SK Chemicals,한화임팩트_울산_TPA_1995,Utility,2030,443.34193877964606,325.7394476943607,117.60249108528535,26.526362790987218,EE - Utilities(17.5%); Solar Thermal(7.8%); Solar PV(20.0%),7
SK Chemicals,한화임팩트_울산_TPA_1995,Utility,2035,443.34193877964606,167.37210493028937,275.9698338493567,62.247626427808314,EE - Utilities(34.4%); Solar Thermal(24.0%); Solar PV(39.3%),7
SK Chemicals,한화임팩트_울산_TPA_1995,Utility,2040,443.34193877964606,155.16967857287608,288.17226020677,65.00000000000001,EE - Utilities(35.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,한화임팩트_울산_TPA_1995,Utility,2045,443.34193877964606,155.16967857287608,288.17226020677,65.00000000000001,EE - Utilities(35.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,한화임팩트_울산_TPA_1995,Utility,2050,443.34193877964606,155.16967857287608,288.17226020677,65.00000000000001,EE - Utilities(35.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,롯데케미칼_울산_P-X_1980,BTX Plant,2025,407.35801293451686,406.25898892195977,1.099024012557095,0.2697931494313735,Wind PPAs(1.1%),1
SK Chemicals,롯데케미칼_울산_P-X_1980,BTX Plant,2030,407.35801293451686,306.9387113078725,100.41930162664437,24.651362790987214,EE - BTX Plant(10.0%); Solar Thermal(7.8%); Solar PV(20.0%),7
SK Chemicals,롯데케미칼_울산_P-X_1980,BTX Plant,2035,407.35801293451686,168.78848830120089,238.56952463331598,58.56507471516614,EE - BTX Plant(19.6%); Solar Thermal(24.0%); Solar PV(39.3%),7
SK Chemicals,롯데케미칼_울산_P-X_1980,BTX Plant,2040,407.35801293451686,157.85123001212528,249.50678292239158,61.25000000000001,EE - BTX Plant(20.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,롯데케미칼_울산_P-X_1980,BTX Plant,2045,407.35801293451686,157.85123001212528,249.50678292239158,61.25000000000001,EE - BTX Plant(20.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,롯데케미칼_울산_P-X_1980,BTX Plant,2050,407.35801293451686,157.85123001212528,249.50678292239158,61.25000000000001,EE - BTX Plant(20.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,LG화학_여수_EDC_1996,Utility,2025,365.7747261772624,364.7878910236848,0.9868351535776014,0.2697931494313688,Wind PPAs(1.1%),1
SK Chemicals,LG화학_여수_EDC_1996,Utility,2030,365.7747261772624,268.7479953137417,97.0267308635207,26.526362790987214,EE - Utilities(17.5%); Solar Thermal(7.8%); Solar PV(20.0%),7
SK Chemicals,LG화학_여수_EDC_1996,Utility,2035,365.7747261772624,138.08864105910132,227.68608511816106,62.247626427808314,EE - Utilities(34.4%); Solar Thermal(24.0%); Solar PV(39.3%),7
SK Chemicals,LG화학_여수_EDC_1996,Utility,2040,365.7747261772624,128.02115416204182,237.75357201522056,65.0,EE - Utilities(35.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,LG화학_여수_EDC_1996,Utility,2045,365.7747261772624,128.02115416204182,237.75357201522056,65.0,EE - Utilities(35.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
SK Chemicals,LG화학_여수_EDC_1996,Utility,2050,365.7747261772624,128.02115416204182,237.75357201522056,65.0,EE - Utilities(35.0%); Solar Thermal(25.0%); Solar PV(40.0%),7
