FacilityID,Company,Process,Capacity_kt,Baseline_Emissions_kt,Emission_Reduction_kt,Final_Emissions_kt,Reduction_Percent,Technologies_Count,Annual_Cost_USD,Total_CAPEX_USD,Cost_per_tCO2_Avoided,Construction_Jobs,Operational_Jobs,Local_Economic_Impact_USD,Technology_Details,CapacityCategory
롯데케미칼_대산_Propylene_1997,Kumho Petrochemical,Naphtha Cracker,550.0,350.5591382246231,315.5032244021608,35.05591382246229,90.0,6,18915586.833370287,63173678.03422896,59953.70370370369,315.86839017114477,126.10391222246858,113712620.46161212,"EE_NCC(10.0%,29.2kt); RE_002(25.0%,73.0kt); RE_003(30.0%,87.6kt); HP_001(20.0%,58.4kt); HP_002(15.0%,43.8kt)",500-1000
HD현대오일뱅크_대산_Propylene_2011,SK Chemicals,Naphtha Cracker,420.0,267.69970555334856,240.9297349980137,26.76997055533485,90.0,6,14444629.945482768,48241717.77159303,59953.70370370371,241.20858885796514,96.29753296988513,86835091.98886745,"EE_NCC(10.0%,22.3kt); RE_002(25.0%,55.8kt); RE_003(30.0%,66.9kt); HP_001(20.0%,44.6kt); HP_002(15.0%,33.5kt)",300-500
HD현대케미칼_대산_Propylene_2021,LG Chem,Naphtha Cracker,451.0,287.4584933441909,258.71264400977185,28.745849334419063,90.00000000000001,6,15510781.203363635,51802415.98806774,59953.70370370369,259.0120799403387,103.40520802242423,93244348.77852193,"EE_NCC(10.0%,24.0kt); RE_002(25.0%,59.9kt); RE_003(30.0%,71.9kt); HP_001(20.0%,47.9kt); HP_002(15.0%,35.9kt)",300-500
LG화학_대산_Propylene_1991,LG Chem,Naphtha Cracker,680.0,433.4185708958977,390.0767138063079,43.34185708958978,90.0,6,23386543.72125781,78105638.29686488,59953.7037037037,390.5281914843244,155.91029147505208,140590148.93435678,"EE_NCC(10.0%,36.1kt); RE_002(25.0%,90.3kt); RE_003(30.0%,108.4kt); HP_001(20.0%,72.2kt); HP_002(15.0%,54.2kt)",500-1000
한화토탈에너지스_대산_Propylene_1991,LG Chem,Naphtha Cracker,1064.0,678.1725874018163,610.3553286616346,67.81725874018161,90.0,6,36593062.52855634,122212351.68803564,59953.70370370371,611.0617584401782,243.9537501903756,219982233.03846416,"EE_NCC(10.0%,56.5kt); RE_002(25.0%,141.3kt); RE_003(30.0%,169.5kt); HP_001(20.0%,113.0kt); HP_002(15.0%,84.8kt)",>1000
롯데케미칼_여수_Propylene_1992,LG Chem,Naphtha Cracker,641.0,408.5607410945153,367.7046669850638,40.85607410945153,90.0,6,22045256.654891554,73626050.21807413,59953.7037037037,368.1302510903706,146.96837769927703,132526890.39253344,"EE_NCC(10.0%,34.0kt); RE_002(25.0%,85.1kt); RE_003(30.0%,102.1kt); HP_001(20.0%,68.1kt); HP_002(15.0%,51.1kt)",500-1000
LG화학_여수_Propylene_2021,Lotte Chemical,Naphtha Cracker,1300.0,828.5943267127454,745.734894041471,82.85943267127448,90.00000000000001,6,44709568.87887523,149319602.62635937,59953.703703703715,746.5980131317968,298.0637925258349,268775284.72744685,"EE_NCC(10.0%,69.0kt); RE_002(25.0%,172.6kt); RE_003(30.0%,207.1kt); HP_001(20.0%,138.1kt); HP_002(15.0%,103.6kt)",>1000
여천NCC_여수_Propylene_1979,Lotte Chemical,Naphtha Cracker,1289.0,821.5831439482532,739.4248295534279,82.15831439482531,90.0,6,44331257.14220784,148056129.0656748,59953.703703703715,740.280645328374,295.54171428138557,266501032.31821465,"EE_NCC(10.0%,68.5kt); RE_002(25.0%,171.2kt); RE_003(30.0%,205.4kt); HP_001(20.0%,136.9kt); HP_002(15.0%,102.7kt)",>1000
GS칼텍스_여수_Propylene_2021,LG Chem,Naphtha Cracker,970.0,618.2588437779716,556.4329594001745,61.82588437779714,90.0,6,33360216.77885305,111415395.80582197,59953.7037037037,557.0769790291099,222.40144519235366,200547712.45047954,"EE_NCC(10.0%,51.5kt); RE_002(25.0%,128.8kt); RE_003(30.0%,154.6kt); HP_001(20.0%,103.0kt); HP_002(15.0%,77.3kt)",500-1000
대한유화_온산_Propylene_1991,Lotte Chemical,Naphtha Cracker,560.0,356.9329407377981,321.2396466640183,35.69329407377978,90.00000000000001,6,19259506.593977023,64322290.36212405,59953.7037037037,321.6114518106202,128.39671062651348,115780122.65182328,"EE_NCC(10.0%,29.7kt); RE_002(25.0%,74.4kt); RE_003(30.0%,89.2kt); HP_001(20.0%,59.5kt); HP_002(15.0%,44.6kt)",500-1000
S-Oil_온산_Propylene_2018,LG Chem,Naphtha Cracker,840.0,535.3994111066971,481.8594699960274,53.5399411106697,90.0,6,28889259.890965536,96483435.54318605,59953.70370370371,482.4171777159303,192.59506593977025,173670183.9777349,"EE_NCC(10.0%,44.6kt); RE_002(25.0%,111.5kt); RE_003(30.0%,133.8kt); HP_001(20.0%,89.2kt); HP_002(15.0%,66.9kt)",500-1000
SK어드밴스드_울산_Propylene_2016,LG Chem,Naphtha Cracker,600.0,382.4281507904979,344.18533571144815,38.24281507904976,90.0,6,20635185.63640396,68916739.67370433,59953.70370370373,344.58369836852165,137.56790424269306,124050131.4126678,"EE_NCC(10.0%,31.9kt); RE_002(25.0%,79.7kt); RE_003(30.0%,95.6kt); HP_001(20.0%,63.7kt); HP_002(15.0%,47.8kt)",500-1000
SK에너지_울산_Propylene_1996,Lotte Chemical,Naphtha Cracker,620.0,395.1757558168478,355.65818023516306,39.51757558168475,90.0,6,21323025.157617413,71213964.32949445,59953.7037037037,356.0698216474722,142.15350105078275,128185135.79309,"EE_NCC(10.0%,32.9kt); RE_002(25.0%,82.3kt); RE_003(30.0%,98.8kt); HP_001(20.0%,65.9kt); HP_002(15.0%,49.4kt)",500-1000
SK지오센트릭_울산_Propylene_1989,Lotte Chemical,Naphtha Cracker,380.0,242.20449550064868,217.9840459505838,24.22044955006487,90.0,6,13068950.903055834,43647268.460012734,59953.7037037037,218.23634230006368,87.12633935370556,78565083.22802292,"EE_NCC(10.0%,20.2kt); RE_002(25.0%,50.5kt); RE_003(30.0%,60.6kt); HP_001(20.0%,40.4kt); HP_002(15.0%,30.3kt)",300-500
태광산업_울산_Propylene_1997,SK Chemicals,Naphtha Cracker,300.0,191.21407539524895,162.5319640859616,28.682111309287365,84.99999999999999,4,7409545.421565898,18404354.75679271,45588.23529411766,92.02177378396355,49.39696947710598,33127838.562226877,"EE_NCC(10.0%,19.1kt); RE_002(25.0%,47.8kt); RE_003(30.0%,57.4kt); HP_001(20.0%,38.2kt)",100-300
효성화학_울산_Propylene_1991,LG Chem,Naphtha Cracker,500.0,318.69012565874834,286.82111309287353,31.86901256587481,90.0,6,17195988.03033663,57430616.394753605,59953.7037037037,287.15308197376805,114.6399202022442,103375109.51055649,"EE_NCC(10.0%,26.6kt); RE_002(25.0%,66.4kt); RE_003(30.0%,79.7kt); HP_001(20.0%,53.1kt); HP_002(15.0%,39.8kt)",300-500
롯데케미칼_대산_Butadiene_1997,Lotte Chemical,Naphtha Cracker,190.0,72.63532614194851,61.74002722065623,10.89529892129228,85.0,4,2814618.8880005046,6991150.1411625445,45588.23529411764,34.955750705812726,18.764125920003362,12584070.25409258,"EE_NCC(10.0%,7.3kt); RE_002(25.0%,18.2kt); RE_003(30.0%,21.8kt); HP_001(20.0%,14.5kt)",100-300
HD현대케미칼_대산_Butadiene_2021,SK Chemicals,Naphtha Cracker,163.0,62.3134640059874,52.96644440508929,9.347019600898108,85.00000000000001,4,2414646.7302320115,5997670.910576288,45588.23529411764,29.98835455288144,16.09764486821341,10795807.639037319,"EE_NCC(10.0%,6.2kt); RE_002(25.0%,15.6kt); RE_003(30.0%,18.7kt); HP_001(20.0%,12.5kt)",100-300
LG화학_대산_Butadiene_1991,LG Chem,Naphtha Cracker,200.0,76.45823804415632,64.98950233753287,11.468735706623448,85.0,4,2962756.724211057,7359105.411750047,45588.23529411764,36.79552705875023,19.75171149474038,13246389.741150085,"EE_NCC(10.0%,7.6kt); RE_002(25.0%,19.1kt); RE_003(30.0%,22.9kt); HP_001(20.0%,15.3kt)",100-300
한화토탈에너지스_대산_Butadiene_1991,SK Chemicals,Naphtha Cracker,150.0,57.34367853311725,48.74212675314966,8.601551779967586,85.0,4,2222067.5431582932,5519329.058812534,45588.23529411764,27.59664529406267,14.813783621055288,9934792.305862563,"EE_NCC(10.0%,5.7kt); RE_002(25.0%,14.3kt); RE_003(30.0%,17.2kt); HP_001(20.0%,11.5kt)",100-300
금호석유화학_여수_Butadiene_1992,LG Chem,Naphtha Cracker,147.0,56.1968049624549,47.767284218086665,8.429520744368233,85.0,4,2177626.1922951275,5408942.477636284,45588.23529411765,27.04471238818142,14.517507948634183,9736096.459745312,"EE_NCC(10.0%,5.6kt); RE_002(25.0%,14.0kt); RE_003(30.0%,16.9kt); HP_001(20.0%,11.2kt)",100-300
롯데GS화학_여수_Butadiene_2022,LG Chem,Naphtha Cracker,130.0,49.69785472870161,42.243176519396364,7.454678209305243,85.0,4,1925791.8707371876,4783418.51763753,45588.23529411766,23.91709258818765,12.83861247158125,8610153.331747554,"EE_NCC(10.0%,5.0kt); RE_002(25.0%,12.4kt); RE_003(30.0%,14.9kt); HP_001(20.0%,9.9kt)",100-300
롯데케미칼_여수_Butadiene_2011,OCI Company,Naphtha Cracker,160.0,61.166590435325055,51.9916018700263,9.174988565298754,85.00000000000001,4,2370205.379368846,5887284.3294000365,45588.23529411764,29.43642164700018,15.801369195792306,10597111.792920066,"EE_NCC(10.0%,6.1kt); RE_002(25.0%,15.3kt); RE_003(30.0%,18.3kt); HP_001(20.0%,12.2kt)",100-300
LG화학_여수_Butadiene_1991,Kumho Petrochemical,Naphtha Cracker,306.0,116.98110420755916,105.28299378680325,11.69811042075591,90.0,6,6312105.41453288,21080969.820737224,59953.70370370371,105.40484910368612,42.08070276355254,37945745.67732701,"EE_NCC(10.0%,9.7kt); RE_002(25.0%,24.4kt); RE_003(30.0%,29.2kt); HP_001(20.0%,19.5kt); HP_002(15.0%,14.6kt)",300-500
여천NCC_여수_Butadiene_1992,SK Chemicals,Naphtha Cracker,378.0,144.50606990345548,130.05546291310995,14.450606990345534,90.00000000000001,6,7797306.688540619,26041198.013851877,59953.7037037037,130.2059900692594,51.982044590270796,46874156.42493338,"EE_NCC(10.0%,12.0kt); RE_002(25.0%,30.1kt); RE_003(30.0%,36.1kt); HP_001(20.0%,24.1kt); HP_002(15.0%,18.1kt)",300-500
금호석유화학_울산_Butadiene_1979,Lotte Chemical,Naphtha Cracker,90.0,34.406207119870345,23.396220841511834,11.009986278358511,68.0,4,1066592.4207159807,2649277.948230017,45588.23529411765,13.246389741150084,7.110616138106538,4768700.306814031,"EE_NCC(8.0%,2.8kt); RE_002(20.0%,6.9kt); RE_003(24.0%,8.3kt); HP_001(16.0%,5.5kt)",<100
대한유화_울산_Butadiene_2023,LG Chem,Naphtha Cracker,146.0,55.81451377223412,47.442336706399004,8.372177065835118,85.0,4,2162812.4086740725,5372146.950577535,45588.23529411765,26.860734752887673,14.418749391160484,9669864.511039563,"EE_NCC(10.0%,5.6kt); RE_002(25.0%,14.0kt); RE_003(30.0%,16.7kt); HP_001(20.0%,11.2kt)",100-300
SK지오센트릭_울산_Butadiene_1989,SK Chemicals,Naphtha Cracker,130.0,49.69785472870161,42.243176519396364,7.454678209305243,85.0,4,1925791.8707371876,4783418.51763753,45588.23529411766,23.91709258818765,12.83861247158125,8610153.331747554,"EE_NCC(10.0%,5.0kt); RE_002(25.0%,12.4kt); RE_003(30.0%,14.9kt); HP_001(20.0%,9.9kt)",100-300
OCI_광양_벤젠_1995,Lotte Chemical,BTX Plant,200.0,64.63337930392527,58.17004137353274,6.463337930392527,90.0,4,2556420.239310518,6162962.804469546,43947.36842105263,30.814814022347733,17.042801595403454,11093333.048045184,"EE_BTX(20.0%,12.2kt); RE_002(25.0%,15.3kt); RE_003(30.0%,18.4kt); HP_001(20.0%,12.2kt)",100-300
롯데케미칼_대산_벤젠_2011,LG Chem,BTX Plant,240.0,77.56005516471033,69.8040496482393,7.756005516471035,90.0,4,3067704.287172622,7395555.365363459,43947.36842105263,36.9777768268173,20.451361914484146,13311999.657654226,"EE_BTX(20.0%,14.7kt); RE_002(25.0%,18.4kt); RE_003(30.0%,22.0kt); HP_001(20.0%,14.7kt)",100-300
HD현대케미칼_대산_벤젠_2016,SK Chemicals,BTX Plant,410.0,132.49842757304677,119.24858481574209,13.249842757304677,90.0,6,6846687.814632651,22298474.779316522,57415.25423728815,111.4923738965826,45.64458543088434,40137254.60276974,"EE_BTX(20.0%,20.2kt); RE_002(25.0%,25.3kt); RE_003(30.0%,30.3kt); HP_001(20.0%,20.2kt); HP_002(15.0%,15.2kt)",300-500
HD현대오일뱅크_대산_벤젠_1997,LG Chem,BTX Plant,338.0,109.23041102363366,98.3073699212703,10.92304110236337,89.99999999999999,6,5644342.637428867,18382645.06197313,57415.254237288136,91.91322530986564,37.628950916192444,33088761.11155163,"EE_BTX(20.0%,16.7kt); RE_002(25.0%,20.8kt); RE_003(30.0%,25.0kt); HP_001(20.0%,16.7kt); HP_002(15.0%,12.5kt)",300-500
LG화학_대산_벤젠_1991,Kumho Petrochemical,BTX Plant,270.0,87.2550620602991,78.52955585426919,8.725506206029905,90.0,4,3451167.323069199,8319999.786033889,43947.36842105263,41.59999893016945,23.00778215379466,14975999.614861,"EE_BTX(20.0%,16.5kt); RE_002(25.0%,20.7kt); RE_003(30.0%,24.8kt); HP_001(20.0%,16.5kt)",100-300
한화토탈에너지스_대산_벤젠_1991,LG Chem,BTX Plant,1267.0,409.4524578903665,368.50721210132986,40.94524578903662,90.0,6,21157935.271072116,68907725.72047324,57415.254237288136,344.5386286023662,141.05290180714744,124033906.29685184,"EE_BTX(20.0%,62.5kt); RE_002(25.0%,78.1kt); RE_003(30.0%,93.7kt); HP_001(20.0%,62.5kt); HP_002(15.0%,46.8kt)",>1000
롯데케미칼_여수_벤젠_1992,Hanwha Solutions,BTX Plant,235.0,75.94422068211217,68.34979861390096,7.594422068211216,90.0,4,3003793.781189858,7241481.295251719,43947.36842105263,36.20740647625859,20.025291874599052,13034666.331453094,"EE_BTX(20.0%,14.4kt); RE_002(25.0%,18.0kt); RE_003(30.0%,21.6kt); HP_001(20.0%,14.4kt)",100-300
LG화학_여수_벤젠_1992,LG Chem,BTX Plant,630.0,203.59514480736456,183.2356303266281,20.359514480736465,89.99999999999999,6,10520520.300533097,34263510.02675465,57415.25423728814,171.31755013377324,70.13680200355398,61674318.04815837,"EE_BTX(20.0%,31.1kt); RE_002(25.0%,38.8kt); RE_003(30.0%,46.6kt); HP_001(20.0%,31.1kt); HP_002(15.0%,23.3kt)",500-1000
여천NCC_여수_벤젠_1979,SK Chemicals,BTX Plant,457.0,147.6872717094692,132.9185445385223,14.768727170946903,90.00000000000001,6,7631552.027529565,24854641.400360126,57415.254237288136,124.27320700180063,50.87701351686376,44738354.520648226,"EE_BTX(20.0%,22.5kt); RE_002(25.0%,28.2kt); RE_003(30.0%,33.8kt); HP_001(20.0%,22.5kt); HP_002(15.0%,16.9kt)",300-500
GS칼텍스_여수_벤젠_1990,Lotte Chemical,BTX Plant,930.0,300.5452137632524,270.49069238692715,30.054521376325226,90.0,6,15530291.872215522,50579467.1823521,57415.25423728814,252.8973359117605,103.53527914810348,91043040.92823379,"EE_BTX(20.0%,45.8kt); RE_002(25.0%,57.3kt); RE_003(30.0%,68.8kt); HP_001(20.0%,45.8kt); HP_002(15.0%,34.4kt)",500-1000
대한유화_온산_벤젠_2008,LG Chem,BTX Plant,210.0,67.86504826912152,61.078543442209366,6.78650482691215,90.0,4,2684241.2512760432,6471110.944693024,43947.36842105263,32.35555472346512,17.894941675173623,11647999.700447444,"EE_BTX(20.0%,12.9kt); RE_002(25.0%,16.1kt); RE_003(30.0%,19.3kt); HP_001(20.0%,12.9kt)",100-300
S-Oil_온산_벤젠_1991,Kumho Petrochemical,BTX Plant,672.0,217.16815446118883,195.45133901506995,21.716815446118886,90.0,6,11221888.320568638,36547744.0285383,57415.25423728815,182.7387201426915,74.81258880379092,65785939.25136895,"EE_BTX(20.0%,33.1kt); RE_002(25.0%,41.4kt); RE_003(30.0%,49.7kt); HP_001(20.0%,33.1kt); HP_002(15.0%,24.8kt)",500-1000
롯데케미칼_울산_벤젠_1986,HD Hyundai Chemical,BTX Plant,110.0,35.5483586171589,31.993522755443006,3.5548358617158904,90.0,4,1406031.1316207848,3389629.5424582507,43947.36842105263,16.948147712291252,9.373540877471898,6101333.176424852,"EE_BTX(20.0%,6.7kt); RE_002(25.0%,8.4kt); RE_003(30.0%,10.1kt); HP_001(20.0%,6.7kt)",100-300
SK지오센트릭_울산_벤젠_1972,Kumho Petrochemical,BTX Plant,603.0,194.86963860133463,175.38267474120116,19.48696386013347,89.99999999999999,6,10069640.85908168,32795073.882750884,57415.25423728816,163.9753694137544,67.13093906054453,59031132.98895159,"EE_BTX(20.0%,29.7kt); RE_002(25.0%,37.2kt); RE_003(30.0%,44.6kt); HP_001(20.0%,29.7kt); HP_002(15.0%,22.3kt)",500-1000
울산아로마틱스_울산_벤젠_2014,HD Hyundai Chemical,BTX Plant,600.0,193.90013791177577,174.5101241205982,19.39001379117758,90.0,6,10019543.143364852,32631914.3111949,57415.25423728813,163.1595715559745,66.79695428909902,58737445.76015082,"EE_BTX(20.0%,29.6kt); RE_002(25.0%,37.0kt); RE_003(30.0%,44.4kt); HP_001(20.0%,29.6kt); HP_002(15.0%,22.2kt)",500-1000
SK인천석유화학_인천_벤젠_2006,SK Chemicals,BTX Plant,600.0,193.90013791177577,174.5101241205982,19.39001379117758,90.0,6,10019543.143364852,32631914.3111949,57415.25423728813,163.1595715559745,66.79695428909902,58737445.76015082,"EE_BTX(20.0%,29.6kt); RE_002(25.0%,37.0kt); RE_003(30.0%,44.4kt); HP_001(20.0%,29.6kt); HP_002(15.0%,22.2kt)",500-1000
OCI_광양_톨루엔_1995,Kumho Petrochemical,BTX Plant,40.0,22.874800726325457,17.384848552007348,5.489952174318109,76.0,4,764018.3442592704,1841878.954483726,43947.36842105263,9.20939477241863,5.0934556283951355,3315382.118070707,"EE_BTX(16.0%,3.7kt); RE_002(20.0%,4.6kt); RE_003(24.0%,5.5kt); HP_001(16.0%,3.7kt)",<100
롯데케미칼_대산_톨루엔_2011,LG Chem,BTX Plant,120.0,68.62440217897637,61.76196196107873,6.862440217897635,90.0,4,2714275.6967105656,6543517.338297446,43947.36842105263,32.717586691487234,18.09517131140377,11778331.208935404,"EE_BTX(20.0%,13.0kt); RE_002(25.0%,16.3kt); RE_003(30.0%,19.5kt); HP_001(20.0%,13.0kt)",100-300
LG화학_대산_톨루엔_2011,LG Chem,BTX Plant,100.0,57.18700181581364,51.468301634232276,5.718700181581362,90.0,4,2261896.4139254712,5452931.115247872,43947.36842105263,27.26465557623936,15.079309426169809,9815276.00744617,"EE_BTX(20.0%,10.8kt); RE_002(25.0%,13.5kt); RE_003(30.0%,16.3kt); HP_001(20.0%,10.8kt)",<100
롯데케미칼_여수_톨루엔_1992,LG Chem,BTX Plant,220.0,125.81140399479,113.230263595311,12.581140399478997,90.0,4,4976172.110636037,11996448.45354532,43947.36842105264,59.982242267726605,33.17448073757358,21593607.21638158,"EE_BTX(20.0%,23.8kt); RE_002(25.0%,29.8kt); RE_003(30.0%,35.8kt); HP_001(20.0%,23.8kt)",100-300
LG화학_여수_톨루엔_1992,Lotte Chemical,BTX Plant,112.0,64.04944203371127,57.64449783034015,6.404944203371123,90.0,4,2533323.9835965275,6107282.849077617,43947.368421052626,30.536414245388084,16.888826557310182,10993109.12833971,"EE_BTX(20.0%,12.1kt); RE_002(25.0%,15.2kt); RE_003(30.0%,18.2kt); HP_001(20.0%,12.1kt)",100-300
여천NCC_여수_톨루엔_1979,Lotte Chemical,BTX Plant,282.0,161.26734512059448,145.14061060853504,16.126734512059443,90.0,4,6378547.887269829,15377265.744999003,43947.36842105263,76.88632872499501,42.52365258179886,27679078.340998206,"EE_BTX(20.0%,30.6kt); RE_002(25.0%,38.2kt); RE_003(30.0%,45.8kt); HP_001(20.0%,30.6kt)",100-300
GS칼텍스_여수_톨루엔_1990,Lotte Chemical,BTX Plant,170.0,97.21790308688318,87.49611277819487,9.721790308688313,90.0,4,3845223.9036733005,9269982.895921383,43947.368421052626,46.349914479606916,25.63482602448867,16685969.21265849,"EE_BTX(20.0%,18.4kt); RE_002(25.0%,23.0kt); RE_003(30.0%,27.6kt); HP_001(20.0%,18.4kt)",100-300
대한유화_온산_톨루엔_2008,Kumho Petrochemical,BTX Plant,78.0,44.60586141633464,33.90045467641433,10.705406739920313,76.0,4,1489835.771305577,3591663.961243266,43947.368421052626,17.95831980621633,9.932238475370513,6464995.130237878,"EE_BTX(16.0%,7.1kt); RE_002(20.0%,8.9kt); RE_003(24.0%,10.7kt); HP_001(16.0%,7.1kt)",<100
S-Oil_온산_톨루엔_1991,Lotte Chemical,BTX Plant,300.0,171.5610054474409,154.4049049026968,17.156100544744078,90.0,4,6785689.241776412,16358793.345743615,43947.36842105263,81.79396672871808,45.237928278509415,29445828.02233851,"EE_BTX(20.0%,32.5kt); RE_002(25.0%,40.6kt); RE_003(30.0%,48.8kt); HP_001(20.0%,32.5kt)",100-300
SK지오센트릭_울산_톨루엔_2070,LG Chem,BTX Plant,1506.0,861.2362473461536,775.1126226115383,86.1236247346153,90.0,6,44503288.28977265,144939491.6773186,57415.25423728814,724.697458386593,296.68858859848433,260891085.0191735,"EE_BTX(20.0%,131.4kt); RE_002(25.0%,164.2kt); RE_003(30.0%,197.1kt); HP_001(20.0%,131.4kt); HP_002(15.0%,98.5kt)",>1000
롯데케미칼_대산_자일렌_2011,Hanwha Solutions,BTX Plant,60.0,21.565424611481426,16.389722704725884,5.175701906755542,76.0,4,720285.1820234796,1736447.9897164847,43947.36842105263,8.682239948582424,4.801901213489864,3125606.3814896727,"EE_BTX(16.0%,3.5kt); RE_002(20.0%,4.3kt); RE_003(24.0%,5.2kt); HP_001(16.0%,3.5kt)",<100
HD현대케미칼_대산_자일렌_2016,LG Chem,BTX Plant,1350.0,485.2220537583319,436.6998483824987,48.52220537583321,89.99999999999999,6,25073232.820266344,81659170.80135451,57415.25423728813,408.2958540067726,167.1548854684423,146986507.44243813,"EE_BTX(20.0%,74.0kt); RE_002(25.0%,92.5kt); RE_003(30.0%,111.0kt); HP_001(20.0%,74.0kt); HP_002(15.0%,55.5kt)",>1000
롯데케미칼_여수_자일렌_1992,HD Hyundai Chemical,BTX Plant,79.0,28.394475738450534,21.57980156122241,6.814674177228124,76.00000000000001,4,948375.489664248,2286323.1864600373,43947.368421052626,11.431615932300186,6.3225032644283194,4115381.735628067,"EE_BTX(16.0%,4.5kt); RE_002(20.0%,5.7kt); RE_003(24.0%,6.8kt); HP_001(16.0%,4.5kt)",<100
