product,process,company,location,region,complex,capacity_kt,year_built,age_2025,remaining_life,retirement_year_40yr,facility_lifetime,Naphtha_GJ_per_tonne,Electricity_kWh_per_tonne,LNG_GJ_per_tonne,Fuel_Gas_GJ_per_tonne,Byproduct_Gas_GJ_per_tonne,LPG_GJ_per_tonne,Fuel_Oil_GJ_per_tonne,Diesel_GJ_per_tonne,data_quality,emission_factor
Benzene,BTX Plant,LG Chem,Yeosu,Yeosu,Yeosu Complex,630,1992,33.0,7.0,2032.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Benzene,BTX Plant,Yeochon NCC,Yeosu,Yeosu,Yeosu Complex,457,1979,46.0,-6.0,2019.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Benzene,BTX Plant,GS Caltex,Yeosu,Yeosu,Yeosu Complex,930,1990,35.0,5.0,2030.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Benzene,BTX Plant,Daehan Oil Chemical,Onsan,Ulsan,Ulsan Complex,210,2008,17.0,23.0,2048.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Benzene,BTX Plant,S-Oil,Onsan,Ulsan,Ulsan Complex,672,1991,34.0,6.0,2031.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Benzene,BTX Plant,Lotte Chemical,Ulsan,Ulsan,Ulsan Complex,110,1986,39.0,1.0,2026.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Benzene,BTX Plant,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,603,1972,53.0,-13.0,2012.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Benzene,BTX Plant,Ulsan Aromatics,Ulsan,Ulsan,Ulsan Complex,600,2014,11.0,29.0,2054.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Benzene,BTX Plant,SK Incheon Petrochemical,Incheon,Other,Other Regions,600,2006,19.0,21.0,2046.0,,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,,
Toluene,BTX Plant,OCI,Gwangyang,Other,Other Regions,40,1995,30.0,10.0,2035.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,Lotte Chemical,Daesan,Daesan,Daesan Complex,120,2011,14.0,26.0,2051.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,LG Chem,Daesan,Daesan,Daesan Complex,100,2011,14.0,26.0,2051.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,220,1992,33.0,7.0,2032.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,LG Chem,Yeosu,Yeosu,Yeosu Complex,112,1992,33.0,7.0,2032.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,Yeochon NCC,Yeosu,Yeosu,Yeosu Complex,282,1979,46.0,-6.0,2019.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,GS Caltex,Yeosu,Yeosu,Yeosu Complex,170,1990,35.0,5.0,2030.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,Daehan Oil Chemical,Onsan,Ulsan,Ulsan Complex,78,2008,17.0,23.0,2048.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,S-Oil,Onsan,Ulsan,Ulsan Complex,300,1991,34.0,6.0,2031.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Toluene,BTX Plant,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,1506,1970,-45.0,85.0,2110.0,,0.0,26.838851833192752,1.528586753405991,0,0.8468660632889579,3.93886208042834,0.0,0.0,,
Xylene,BTX Plant,Lotte Chemical,Daesan,Daesan,Daesan Complex,60,2011,14.0,26.0,2051.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
Xylene,BTX Plant,HD Hyundai Chemical,Daesan,Daesan,Daesan Complex,1350,2016,9.0,31.0,2056.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
Xylene,BTX Plant,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,79,1992,33.0,7.0,2032.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
Xylene,BTX Plant,LG Chem,Yeosu,Yeosu,Yeosu Complex,60,1992,33.0,7.0,2032.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
Xylene,BTX Plant,Yeochon NCC,Yeosu,Yeosu,Yeosu Complex,204,1979,46.0,-6.0,2019.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
Xylene,BTX Plant,GS Caltex,Yeosu,Yeosu,Yeosu Complex,350,1990,35.0,5.0,2030.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
Xylene,BTX Plant,Daehan Oil Chemical,Onsan,Ulsan,Ulsan Complex,47,2008,17.0,23.0,2048.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
Xylene,BTX Plant,S-Oil,Onsan,Ulsan,Ulsan Complex,450,1991,34.0,6.0,2031.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
Xylene,BTX Plant,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,894,1970,-45.0,85.0,2110.0,,0.0,763.077355530094,1.7196600975817404,0,0.9527243212000776,4.431219840481883,0.0,0.0,,
O-X,BTX Plant,Lotte Chemical,Ulsan,Ulsan,Ulsan Complex,210,1980,45.0,-5.0,2020.0,,0.0,3.659843431799011,0.0,0,0.0,0.0,0.0,0.0,,
O-X,BTX Plant,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,200,1990,35.0,5.0,2030.0,,0.0,3.659843431799011,0.0,0,0.0,0.0,0.0,0.0,,
M-X,BTX Plant,Lotte Chemical,Ulsan,Ulsan,Ulsan Complex,360,1998,27.0,13.0,2038.0,,0.0,3.659843431799011,0.0,0,0.0,0.0,0.0,0.0,,
P-X,BTX Plant,HDHyundai Oilbank,Daesan,Daesan,Daesan Complex,1460,1997,28.0,12.0,2037.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
P-X,BTX Plant,Hanwha TotalEnergies,Daesan,Daesan,Daesan Complex,2000,1997,28.0,12.0,2037.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
P-X,BTX Plant,GS Caltex,Yeosu,Yeosu,Yeosu Complex,1350,1990,35.0,5.0,2030.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
P-X,BTX Plant,S-Oil,Onsan,Ulsan,Ulsan Complex,1900,1997,28.0,12.0,2037.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
P-X,BTX Plant,Lotte Chemical,Ulsan,Ulsan,Ulsan Complex,750,1980,45.0,-5.0,2020.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
P-X,BTX Plant,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,830,1990,35.0,5.0,2030.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
P-X,BTX Plant,Ulsan Aromatics,Ulsan,Ulsan,Ulsan Complex,1000,2014,11.0,29.0,2054.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
P-X,BTX Plant,SK Incheon Petrochemical,Incheon,Other,Other Regions,1500,2014,11.0,29.0,2054.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,
C-H,Naphtha Cracker,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,160,1974,51.0,-11.0,2014.0,,18.8108108108108,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0,,
C-H,Naphtha Cracker,Caprolactam,Ulsan,Ulsan,Ulsan Complex,190,2000,25.0,15.0,2040.0,,18.8108108108108,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0,,
SM,Utility,Lotte Chemical,Daesan,Daesan,Daesan Complex,350,2005,20.0,20.0,2045.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
SM,Utility,LG Chem,Daesan,Daesan,Daesan Complex,577,2006,19.0,21.0,2046.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
SM,Utility,Hanwha TotalEnergies,Daesan,Daesan,Daesan Complex,1071,1991,34.0,6.0,2031.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
SM,Utility,Yeochon NCC,Yeosu,Yeosu,Yeosu Complex,351,1986,39.0,1.0,2026.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
SM,Utility,SKpicglobal,Ulsan,Ulsan,Ulsan Complex,400,1990,35.0,5.0,2030.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
EDC,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,810,1996,29.0,11.0,2036.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
EDC,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,1586,1980,45.0,-5.0,2020.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
EDC,Utility,Hanwha Solutions,Ulsan,Ulsan,Ulsan Complex,385,1991,34.0,6.0,2031.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
VCM,Utility,LG Chem,Daesan,Daesan,Daesan Complex,230,1997,28.0,12.0,2037.0,,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0,,
VCM,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,720,1990,35.0,5.0,2030.0,,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0,,
VCM,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,583,1979,46.0,-6.0,2019.0,,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0,,
VCM,Utility,Hanwha Solutions,Ulsan,Ulsan,Ulsan Complex,264,1972,53.0,-13.0,2012.0,,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0,,
PC,Utility,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,480,2008,17.0,23.0,2048.0,,0.0,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0,,
PC,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,170,2001,24.0,16.0,2041.0,,0.0,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0,,
PC,Utility,Samyang Chemical,Jeonju,Other,Other Regions,120,1999,26.0,14.0,2039.0,,0.0,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0,,
LDPE,Utility,HD Hyundai Chemical,Daesan,Daesan,Daesan Complex,300,2021,4.0,36.0,2061.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
LDPE,Utility,LG Chem,Daesan,Daesan,Daesan Complex,280,2006,19.0,21.0,2046.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
LDPE,Utility,Hanwha TotalEnergies,Daesan,Daesan,Daesan Complex,435,1991,34.0,6.0,2031.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
LDPE,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,180,1990,35.0,5.0,2030.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
LDPE,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,337,1979,46.0,-6.0,2019.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
LDPE,Utility,Lotte Chemical,Ulsan,Ulsan,Ulsan Complex,120,1972,53.0,-13.0,2012.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
LDPE,Utility,Lotte Chemical,Daesan,Daesan,Daesan Complex,500,2005,20.0,20.0,2045.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
L-LDPE,Utility,LG Chem,Daesan,Daesan,Daesan Complex,125,2006,19.0,21.0,2046.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
L-LDPE,Utility,Hanwha TotalEnergies,Daesan,Daesan,Daesan Complex,530,2004,21.0,19.0,2044.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
L-LDPE,Utility,DL Chemical,Yeosu,Yeosu,Yeosu Complex,10,2010,15.0,25.0,2050.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
L-LDPE,Utility,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,600,2019,6.0,34.0,2059.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
L-LDPE,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,425,2021,4.0,36.0,2061.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
L-LDPE,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,288,1986,39.0,1.0,2026.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
L-LDPE,Utility,SSNC,Ulsan,Ulsan,Ulsan Complex,180,2015,10.0,30.0,2055.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
L-LDPE,Utility,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,550,1990,35.0,5.0,2030.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
HDPE,Utility,HD Hyundai Chemical,Daesan,Daesan,Daesan Complex,575,2021,4.0,36.0,2061.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
HDPE,Utility,Hanwha TotalEnergies,Daesan,Daesan,Daesan Complex,180,1991,34.0,6.0,2031.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
HDPE,Utility,DL Chemical,Yeosu,Yeosu,Yeosu Complex,630,1980,45.0,-5.0,2020.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
HDPE,Utility,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,360,1992,33.0,7.0,2032.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
HDPE,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,500,1992,33.0,7.0,2032.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
HDPE,Utility,GS Caltex,Yeosu,Yeosu,Yeosu Complex,650,2021,4.0,36.0,2061.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
HDPE,Utility,Daehan Oil Chemical,Onsan,Ulsan,Ulsan Complex,210,1976,49.0,-9.0,2016.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
HDPE,Utility,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,490,1990,35.0,5.0,2030.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,Lotte Chemical,Daesan,Daesan,Daesan Complex,500,2005,20.0,20.0,2045.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,HD Hyundai Chemical,Daesan,Daesan,Daesan Complex,380,2021,4.0,36.0,2061.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,LG Chem,Daesan,Daesan,Daesan Complex,1117,2006,19.0,21.0,2046.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,Hanwha TotalEnergies,Daesan,Daesan,Daesan Complex,600,1991,34.0,6.0,2031.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,180,1979,46.0,-6.0,2019.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
