year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,rdh_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd,scenario
2037,40.25975102473883,71.43184861733475,2.509533257440016,16.178920521042304,0.0,10.138865146337434,2.3447786677761626,1590.8066225590844,0.011669329647096,31.172097592595915,40.25975102473883,0.0,20054.301168701862,Shaheen NCC-H2
2038,36.36493778187718,70.81575774577512,2.6352622796397296,19.33191387014461,0.0,10.138865146337434,2.3447786677761626,1900.8274730919209,0.0122539696003247,34.450819963897935,36.36493778187718,0.0,23082.47254775371,Shaheen NCC-H2
2039,32.36998650611551,70.19966687421548,2.760991301839443,22.585045252146937,0.0,10.138865146337434,2.3447786677761626,2220.6944839850976,0.0128386095535534,37.82968036809997,32.36998650611551,0.0,26114.11661893328,Shaheen NCC-H2
2040,28.273999903252196,69.58136779164667,2.8871709656957862,25.93655310858509,0.0,10.138865146337434,2.3447786677761626,2550.234448449744,0.0134253449904854,41.307367888394474,28.273999903252196,0.0,29142.462989229913,Shaheen NCC-H2
2041,25.423663108651237,69.27442646137145,2.949810155967328,28.41730938263928,0.0,10.138865146337434,2.3447786677761626,2794.1569959761823,0.013716617225248,43.8507633527202,25.423663108651247,1.0658141036401504e-14,31316.664816161057,Shaheen NCC-H2
2042,22.54829547505806,68.96527692008704,3.0128999878955,30.920437643019884,0.0,10.138865146337434,2.3447786677761626,3040.2792887799123,0.014009984943714,46.41698144502897,22.54829547505806,0.0,33458.59512195035,Shaheen NCC-H2
2043,19.64789700247268,68.65612737880264,3.0759898198236715,33.4485967423927,0.0,10.138865146337434,2.3447786677761626,3288.8627608931806,0.01430335266218,49.00823037632997,19.647897002472668,0.0,35569.29990756753,Shaheen NCC-H2
2044,16.72282527430926,68.34918604852741,3.1386290100952134,36.00408795000935,0.0,10.138865146337434,2.3447786677761626,3540.133686643805,0.0145946248969427,51.62636077421816,16.72282527430925,0.0,37649.3917503673,Shaheen NCC-H2
2045,13.772454519592996,68.040036507243,3.201718842023385,38.582219331513016,0.0,10.138865146337434,2.3447786677761626,3793.630727450035,0.0148879926154087,54.26758198765,13.772454519593005,8.881784197001252e-15,39694.51181339013,Shaheen NCC-H2
2046,11.017963615674397,67.7308869659586,3.2648086739515567,40.96447086221905,0.0,10.138865146337434,2.3447786677761626,4027.8677092511266,0.0151813603338747,56.71292335028421,11.017963615674397,0.0,41537.09882387967,Shaheen NCC-H2
2047,8.263472711755798,67.42173742467419,3.327898505879728,43.34672239292507,0.0,10.138865146337434,2.3447786677761626,4262.1046910522155,0.0154747280523407,59.15826471291839,8.263472711755803,5.3290705182007506e-15,43330.330825159646,Shaheen NCC-H2
2048,5.508981807837198,67.11258788338979,3.3909883378079,45.728973923631095,0.0,10.138865146337434,2.3447786677761626,4496.341672853305,0.0157680957708067,61.603606075552584,5.508981807837209,1.0658141036401504e-14,45074.2078172301,Shaheen NCC-H2
2049,2.754490903918599,66.8034383421054,3.3909883378079,48.17431528626531,0.0,10.138865146337434,2.3447786677761626,4736.782017994796,0.0157680957708067,64.04894743818681,2.7544909039185796,0.0,46786.924907619104,Shaheen NCC-H2
2050,0.0,66.49428880082098,3.3909883378079,50.61965664889948,0.0,10.138865146337434,2.3447786677761626,4977.222363136283,0.0157680957708067,66.49428880082098,0.0,0.0,48449.757034210335,Shaheen NCC-H2
2025,66.19312069636608,66.19312069636608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.19312069636608,0.0,0.0,Shaheen NCC-Elec
2026,65.15035136839943,75.73786008522465,0.4486435704877927,0.0,0.0,10.138865146337434,0.0,0.0,0.0020861926027682,10.587508716825226,65.15035136839943,0.0,348.1474106985271,Shaheen NCC-Elec
2027,63.98383949939783,75.35363136962833,1.2309267238930666,0.0,0.0,10.138865146337434,0.0,0.0,0.0057238092661027,11.3697918702305,63.98383949939783,0.0,936.424342059293,Shaheen NCC-Elec
2028,62.69358508936128,74.969402654032,1.7876053235190807,0.0,0.0,10.138865146337434,0.3493470948142028,0.0,0.0083123647543637,12.275817564670715,62.69358508936128,0.0,1570.5785791092972,Shaheen NCC-Elec
2029,61.279588138289775,74.58517393843566,1.8660169717726656,0.0,0.0,10.138865146337434,1.3007036820357851,0.0,0.0086769789187428,13.305585800145884,61.279588138289775,0.0,2228.5599131434155,Shaheen NCC-Elec
2030,59.74184864618333,74.20094522283934,1.8660169717726656,0.0,1.1535107765101245,10.138865146337434,1.3007036820357851,0.0,6.122284094422403,14.459096576656007,59.74184864618333,0.0,3405.1409051837427,Shaheen NCC-Elec
2031,57.50462444361294,73.8940038925641,1.8660169717726656,0.0,3.083793648805276,10.138865146337434,1.3007036820357851,0.0,16.352783317586706,16.38937944895116,57.50462444361294,0.0,5327.702645989713,Shaheen NCC-Elec
2032,55.186723818885625,73.58706256228888,1.8660169717726656,0.0,5.094752943257369,10.138865146337434,1.3007036820357851,0.0,27.010867578182797,18.400338743403253,55.186723818885625,0.0,7282.355080197148,Shaheen NCC-Elec
2033,52.78814677200137,73.28012123201364,1.8660169717726656,0.0,7.186388659866388,10.138865146337434,1.3007036820357851,0.0,38.0965368762106,20.491974460012273,52.78814677200137,0.0,9265.2257395425,Shaheen NCC-Elec
2034,50.30889330296018,72.97317990173842,1.8660169717726656,0.0,9.358700798632356,10.138865146337434,1.3007036820357851,0.0,49.60979121167023,22.66428659877824,50.30889330296018,0.0,11272.442155762252,Shaheen NCC-Elec
2035,47.748963411762055,72.66623857146318,1.8660169717726656,0.0,11.611689359555244,10.138865146337434,1.3007036820357851,0.0,61.55063058456152,24.917275159701127,47.748963411762055,0.0,13300.13186059285,Shaheen NCC-Elec
2036,44.05460569354078,72.05014769990355,1.8660169717726656,0.0,14.689956206216884,10.138865146337434,1.3007036820357851,0.0,77.86544487186823,27.99554200636277,44.05460569354078,0.0,15996.693618268448,Shaheen NCC-Elec
2037,40.25975102473883,71.43184861733475,1.8660169717726656,0.0,17.866511792450034,10.138865146337434,1.3007036820357851,0.0,94.70118947890391,31.17209759259592,40.25975102473883,0.0,18703.11897773909,Shaheen NCC-Elec
2038,36.36493778187718,70.81575774577512,1.8660169717726656,0.0,21.14523416375205,10.138865146337434,1.3007036820357851,0.0,112.0784180468046,34.45081996389794,36.364937781877174,0.0,21417.90110117716,Shaheen NCC-Elec
2039,32.36998650611551,70.19966687421548,1.8660169717726656,0.0,24.52409456795408,10.138865146337434,1.3007036820357851,0.0,129.98637818907537,37.82968036809997,32.36998650611551,0.0,24134.504866155592,Shaheen NCC-Elec
2040,28.273999903252196,69.58136779164667,1.8660169717726656,0.0,28.001782088248586,10.138865146337434,1.3007036820357851,0.0,148.41812204663623,41.30736788839447,28.273999903252204,7.105427357601002e-15,26847.101131985302,Shaheen NCC-Elec
2041,25.423663108651237,69.27442646137145,1.8660169717726656,0.0,30.545177552574323,10.138865146337434,1.3007036820357851,0.0,161.89811800756266,43.85076335272021,25.42366310865124,3.552713678800501e-15,28785.16847580152,Shaheen NCC-Elec
2042,22.54829547505806,68.96527692008704,1.8660169717726656,0.0,33.11139564488309,10.138865146337434,1.3007036820357851,0.0,175.4990738967991,46.41698144502898,22.548295475058055,0.0,30694.43473647924,Shaheen NCC-Elec
2043,19.64789700247268,68.65612737880264,1.8660169717726656,0.0,35.70264457618407,10.138865146337434,1.3007036820357851,0.0,189.23269323269432,49.00823037632996,19.647897002472675,0.0,32575.681460603755,Shaheen NCC-Elec
2044,16.72282527430926,68.34918604852741,1.8660169717726656,0.0,38.320774974072265,10.138865146337434,1.3007036820357851,0.0,203.10878434150172,51.62636077421816,16.72282527430926,0.0,34429.31778230859,Shaheen NCC-Elec
2045,13.772454519592996,68.040036507243,1.8660169717726656,0.0,40.96199618750411,10.138865146337434,1.3007036820357851,0.0,217.10725677269053,54.26758198765,13.772454519592998,1.7763568394002505e-15,36251.76041957657,Shaheen NCC-Elec
2046,11.017963615674397,67.7308869659586,1.8660169717726656,0.0,43.407337550138315,10.138865146337434,1.3007036820357851,0.0,230.0675659946518,56.7129233502842,11.017963615674404,7.105427357601002e-15,37895.02981526675,Shaheen NCC-Elec
2047,8.263472711755798,67.42173742467419,1.8660169717726656,0.0,45.85267891277251,10.138865146337434,1.3007036820357851,0.0,243.02787521661304,59.158264712918395,8.263472711755796,0.0,39494.28306642952,Shaheen NCC-Elec
2048,5.508981807837198,67.11258788338979,1.8660169717726656,0.0,48.29802027540671,10.138865146337434,1.3007036820357851,0.0,255.98818443857428,61.60360607555259,5.508981807837202,3.552713678800501e-15,41049.52017306487,Shaheen NCC-Elec
2049,2.754490903918599,66.8034383421054,1.8660169717726656,0.0,50.74336163804091,10.138865146337434,1.3007036820357851,0.0,268.94849366053563,64.0489474381868,2.754490903918594,0.0,42560.74113517281,Shaheen NCC-Elec
2050,0.0,66.49428880082098,1.8660169717726656,0.0,53.1887030006751,10.138865146337434,1.3007036820357851,0.0,281.90880288249673,66.49428880082098,0.0,0.0,44027.94595275332,Shaheen NCC-Elec
2025,66.19312069636608,66.19312069636608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.19312069636608,0.0,0.0,Restructure 25% H2
2026,60.282614535017075,45.50857505990456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.50857505990456,0.0,0.0,Restructure 25% H2
2027,54.2977552468375,45.27770371862015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.27770371862015,0.0,0.0,Restructure 25% H2
2028,48.23854283182736,45.04683237733575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.04683237733575,0.0,0.0,Restructure 25% H2
2029,42.10497728998665,44.81596103605135,0.0,0.0,0.0,2.7109837460646986,0.0,0.0,0.0,2.7109837460646986,42.10497728998665,0.0,0.0,Restructure 25% H2
2030,35.89705862131538,44.58508969476695,1.1683479795114255,0.3449061664626902,0.0,5.765870788839776,1.4089061386376769,33.913202865215986,0.0054328181047281,8.688031073451569,35.89705862131538,0.0,2055.4387113448975,Restructure 25% H2
2031,34.552778687423086,44.40065799109722,1.2059859625354563,1.4671164136612245,0.0,5.765870788839776,1.4089061386376769,144.25551469159765,0.0056078347257898,9.847879303674134,34.552778687423086,0.0,3347.181259110559,Restructure 25% H2
2032,33.160022746826066,44.216226287427496,1.243623945559487,2.63780266756449,0.0,5.765870788839776,1.4089061386376769,259.36427261064716,0.0057828513468516,11.05620354060143,33.160022746826066,0.0,4661.198649409968,Restructure 25% H2
2033,31.718790799524307,44.03179458375777,1.2812619285835178,3.856964928172495,0.0,5.765870788839776,1.4089061386376769,379.2394766223652,0.0059578679679133,12.313003784233468,31.718790799524307,0.0,5994.853787478396,Restructure 25% H2
2034,30.22908284551782,43.84736288008805,1.3188999116075486,5.124603195485227,0.0,5.765870788839776,1.4089061386376769,503.88112672675067,0.0061328845889751,13.618280034570228,30.229082845517823,3.552713678800501e-15,7345.509578551091,Restructure 25% H2
2035,28.690898884806604,43.662931176418326,1.3565378946315794,6.44071746950269,0.0,5.765870788839776,1.4089061386376769,633.2892229238041,0.0063079012100368,14.972032291611724,28.6908988848066,0.0,8710.528927863323,Restructure 25% H2
2036,26.47107176890147,43.29274092228988,1.432084637535929,8.214807588375027,0.0,5.765870788839776,1.4089061386376769,807.7281977891635,0.006659193564542,16.82166915338841,26.47107176890147,0.0,10515.964895735917,Restructure 25% H2
2037,24.190859093995257,42.92122382137245,1.5079021572965663,10.047685642603174,0.0,5.765870788839776,1.4089061386376769,987.9475482221612,0.007011745031429,18.730364727377193,24.190859093995257,0.0,12328.856296122656,Restructure 25% H2
2038,21.850584354154034,42.551033567244005,1.5834489002009162,11.942223385411602,0.0,5.765870788839776,1.4089061386376769,1174.2296418901524,0.0073630373859342,20.70044921308997,21.850584354154034,0.0,14148.392316057289,Restructure 25% H2
2039,19.45013971802245,42.18084331311557,1.6589956431052657,13.8969310245104,0.0,5.765870788839776,1.4089061386376769,1366.4279936529233,0.0077143297404394,22.73070359509312,19.45013971802245,0.0,15970.014971000845,Restructure 25% H2
2040,16.98898602882371,41.80932621219814,1.7348131628659034,15.91075009303107,0.0,5.765870788839776,1.4089061386376769,1564.4385288225503,0.0080668812073264,24.820340183374427,16.98898602882371,0.0,17789.656137848648,Restructure 25% H2
2041,15.2763053983287,41.62489450852841,1.772451145889934,17.401361036832323,0.0,5.765870788839776,1.4089061386376769,1711.0041639014792,0.0082418978283881,26.34858911019971,15.276305398328702,1.7763568394002505e-15,19096.067844291618,Restructure 25% H2
2042,13.54858449849141,41.4391359580697,1.8103599057702529,18.905414626330582,0.0,5.765870788839776,1.4089061386376769,1858.891558968765,0.0084181735618316,27.890551459578287,13.548584498491412,1.7763568394002505e-15,20383.08857585719,Restructure 25% H2
2043,11.805823329311846,41.25337740761098,1.8482686656505716,20.424508485171103,0.0,5.765870788839776,1.4089061386376769,2008.257801777692,0.0085944492952751,29.44755407829913,11.805823329311846,0.0,21651.346842693245,Restructure 25% H2
2044,10.048236751780609,41.06894570394125,1.8859066486746023,21.96002537600859,0.0,5.765870788839776,1.4089061386376769,2159.2388536852413,0.0087694659163369,31.020708952160646,10.048236751780609,0.0,22901.210723888584,Restructure 25% H2
2045,8.275448759164139,40.88318715348254,1.9238154085549213,23.509146058286028,0.0,5.765870788839776,1.4089061386376769,2311.5575103783785,0.0089457416497803,32.6077383943184,8.275448759164135,0.0,24130.061126974488,Restructure 25% H2
2046,6.620359007331311,40.69742860302382,1.96172416843524,24.94056849977982,0.0,5.765870788839776,1.4089061386376769,2452.3033837910325,0.0091220173832238,34.07706959569251,6.6203590073313165,5.3290705182007506e-15,25237.215582842546,Restructure 25% H2
2047,4.965269255498483,40.51167005256511,1.9996329283155587,26.371990941273616,0.0,5.765870788839776,1.4089061386376769,2593.0492572036874,0.0092982931166673,35.546400797066624,4.965269255498484,8.881784197001252e-16,26314.71411578557,Restructure 25% H2
2048,3.3101795036656556,40.32591150210639,2.0375416881958777,27.80341338276741,0.0,5.765870788839776,1.4089061386376769,2733.7951306163422,0.0094745688501108,37.015731998440735,3.3101795036656583,2.6645352591003757e-15,27362.55672580355,Restructure 25% H2
2049,1.6550897518328274,40.14015295164768,2.0375416881958777,29.272744584141524,0.0,5.765870788839776,1.4089061386376769,2878.2684162622286,0.0094745688501108,38.48506319981485,1.6550897518328256,0.0,28391.676299245984,Restructure 25% H2
2050,0.0,39.95439440118896,2.0375416881958777,30.742075785515627,0.0,5.765870788839776,1.4089061386376769,3022.741701908114,0.0094745688501108,39.95439440118896,0.0,0.0,29390.821516180375,Restructure 25% H2
2025,66.19312069636608,66.19312069636608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.19312069636608,0.0,0.0,Restructure 25% Elec
2026,60.282614535017075,45.50857505990456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.50857505990456,0.0,0.0,Restructure 25% Elec
2027,54.2977552468375,45.27770371862015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.27770371862015,0.0,0.0,Restructure 25% Elec
2028,48.23854283182736,45.04683237733575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.04683237733575,0.0,0.0,Restructure 25% Elec
2029,42.10497728998665,44.81596103605135,0.0,0.0,0.0,2.7109837460646986,0.0,0.0,0.0,2.7109837460646986,42.10497728998665,0.0,0.0,Restructure 25% Elec
2030,35.89705862131538,44.58508969476695,0.0,0.0,2.9221602846117927,5.765870788839776,0.0,0.0,15.487449508442502,8.688031073451569,35.89705862131538,0.0,2980.6034903040286,Restructure 25% Elec
2031,34.552778687423086,44.40065799109722,0.0,0.0,4.0820085148343574,5.765870788839776,0.0,0.0,21.634645128622093,9.847879303674134,34.552778687423086,0.0,4135.812327605703,Restructure 25% Elec
2032,33.160022746826066,44.216226287427496,0.0,0.0,5.290332751761654,5.765870788839776,0.0,0.0,28.038763584336767,11.05620354060143,33.160022746826066,0.0,5310.303485899036,Restructure 25% Elec
2033,31.718790799524307,44.03179458375777,0.0,0.0,6.54713299539369,5.765870788839776,0.0,0.0,34.69980487558655,12.313003784233466,31.718790799524307,0.0,6501.750116862206,Restructure 25% Elec
2034,30.22908284551782,43.84736288008805,0.0,0.0,7.852409245730453,5.765870788839776,0.0,0.0,41.6177690023714,13.61828003457023,30.22908284551782,0.0,7707.825372173375,Restructure 25% Elec
2035,28.690898884806604,43.662931176418326,0.0,0.0,9.206161502771945,5.765870788839776,0.0,0.0,48.792655964691306,14.972032291611722,28.690898884806604,0.0,8926.202403510719,Restructure 25% Elec
2036,26.47107176890147,43.29274092228988,0.0,0.0,11.055798364548632,5.765870788839776,0.0,0.0,58.59573133210775,16.82166915338841,26.47107176890147,0.0,10546.484294427097,Restructure 25% Elec
2037,24.190859093995257,42.92122382137245,0.0,0.0,12.964493938537416,5.765870788839776,0.0,0.0,68.7118178742483,18.730364727377193,24.190859093995257,0.0,12172.69292346554,Restructure 25% Elec
2038,21.850584354154034,42.551033567244005,0.0,0.0,14.934578424250194,5.765870788839776,0.0,0.0,79.15326564852602,20.70044921308997,21.850584354154034,0.0,13803.92287763572,Restructure 25% Elec
2039,19.45013971802245,42.18084331311557,0.0,0.0,16.96483280625334,5.765870788839776,0.0,0.0,89.91361387314271,22.73070359509312,19.45013971802245,0.0,15436.24740076625,Restructure 25% Elec
2040,16.98898602882371,41.80932621219814,0.0,0.0,19.05446939453465,5.765870788839776,0.0,0.0,100.98868779103364,24.820340183374427,16.98898602882371,0.0,17066.16393962567,Restructure 25% Elec
2041,15.2763053983287,41.62489450852841,0.0,0.0,20.582718321359938,5.765870788839776,0.0,0.0,109.08840710320764,26.34858911019971,15.276305398328702,1.7763568394002505e-15,18230.689621866535,Restructure 25% Elec
2042,13.54858449849141,41.4391359580697,0.0,0.0,22.124680670738513,5.765870788839776,0.0,0.0,117.26080755491412,27.89055145957829,13.548584498491408,0.0,19377.9096098042,Restructure 25% Elec
2043,11.805823329311846,41.25337740761098,0.0,0.0,23.68168328945935,5.765870788839776,0.0,0.0,125.51292143413458,29.44755407829913,11.805823329311846,0.0,20508.29351099553,Restructure 25% Elec
2044,10.048236751780609,41.06894570394125,0.0,0.0,25.25483816332087,5.765870788839776,0.0,0.0,133.8506422656006,31.020708952160646,10.048236751780609,0.0,21622.08716168948,Restructure 25% Elec
2045,8.275448759164139,40.88318715348254,0.0,0.0,26.841867605478622,5.765870788839776,0.0,0.0,142.26189830903672,32.6077383943184,8.275448759164135,0.0,22717.13747677833,Restructure 25% Elec
2046,6.620359007331311,40.69742860302382,0.0,0.0,28.311198806852737,5.765870788839776,0.0,0.0,150.0493536763195,34.077069595692514,6.620359007331309,0.0,23704.528044101735,Restructure 25% Elec
2047,4.965269255498483,40.51167005256511,0.0,0.0,29.780530008226847,5.765870788839776,0.0,0.0,157.8368090436023,35.546400797066624,4.965269255498484,8.881784197001252e-16,24665.4706498004,Restructure 25% Elec
2048,3.3101795036656556,40.32591150210639,0.0,0.0,31.24986120960096,5.765870788839776,0.0,0.0,165.62426441088508,37.015731998440735,3.3101795036656583,2.6645352591003757e-15,25599.965293874335,Restructure 25% Elec
2049,1.6550897518328274,40.14015295164768,0.0,0.0,32.719192410975076,5.765870788839776,0.0,0.0,173.4117197781679,38.48506319981485,1.6550897518328256,0.0,26508.011976323534,Restructure 25% Elec
2050,0.0,39.95439440118896,0.0,0.0,34.18852361234918,5.765870788839776,0.0,0.0,181.19917514545065,39.95439440118896,0.0,0.0,27389.610697148,Restructure 25% Elec
2025,66.19312069636608,66.19312069636608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.19312069636608,0.0,0.0,Restructure 40% H2
2026,63.24143496315145,63.88323850666776,0.0,0.0,0.0,0.6418035435163105,0.0,0.0,0.0,0.6418035435163105,63.24143496315145,0.0,0.0,Restructure 40% H2
2027,59.636708004784694,61.855502619938385,0.0,0.0,0.0,2.2187946151536906,0.0,0.0,0.0,2.2187946151536906,59.636708004784694,0.0,0.0,Restructure 40% H2
2028,55.355840326822275,59.77994976847596,0.0,0.0,0.0,4.424109441653684,0.0,0.0,0.0,4.424109441653684,55.355840326822275,0.0,0.0,Restructure 40% H2
2029,50.45992755068519,57.78729563404016,0.0,0.0,0.0,7.327368083354976,0.0,0.0,0.0,7.327368083354976,50.45992755068519,0.0,0.0,Restructure 40% H2
2030,45.45575440470471,56.45724093042124,1.479456558715626,0.4105911581640646,0.0,7.327368083354976,1.7840707254818629,40.37173757804695,0.0068794729980276,11.00148652571653,45.45575440470471,0.0,2572.5251227591853,Restructure 40% H2
2031,43.53396226475479,54.55305156937994,1.481739626906805,0.4259108688815034,0.0,7.327368083354976,1.7840707254818629,41.87806163924092,0.0068900892651166,11.019089304625147,43.53396226475479,0.0,2591.333969495973,Restructure 40% H2
2032,41.115321200611994,52.662741294577174,1.481739626906805,0.9542416582215354,0.0,7.327368083354976,1.7840707254818629,93.8266522445828,0.0068900892651166,11.54742009396518,41.115321200611994,0.0,3173.3431670329524,Restructure 40% H2
2033,38.20530317830088,50.78631010601294,1.481739626906805,1.9878284919684164,0.0,7.327368083354976,1.7840707254818629,195.4549888184549,0.0068900892651166,12.58100692771206,38.20530317830088,0.0,4283.828861210601,Restructure 40% H2
2034,34.809380163846015,48.92375800368724,1.481739626906805,3.521199404097582,0.0,7.327368083354976,1.7840707254818629,346.2250354777478,0.0068900892651166,14.114377839841223,34.809380163846015,0.0,5889.574880392262,Restructure 40% H2
2035,31.38975333851489,47.7701533565445,1.4841427617098029,5.784818447482966,0.0,7.327368083354976,1.7840707254818629,568.797373384031,0.0069012638419505,16.380400018029608,31.38975333851489,0.0,8199.908185527154,Restructure 40% H2
2036,28.828730952390803,45.73618071385183,1.5129114115792013,6.283099541044987,0.0,7.327368083354976,1.7840707254818629,617.7913011620617,0.0070350380638432,16.907449761461027,28.828730952390803,0.0,8711.402546739257,Restructure 40% H2
2037,25.941419460750534,43.72871428400318,1.536270794119801,7.1395852202960075,0.0,7.327368083354976,1.7840707254818629,702.0060105987927,0.007143659192657,17.787294823252644,25.941419460750534,3.552713678800501e-15,9551.693247907102,Restructure 40% H2
2038,22.734952586573662,41.750507610117864,1.553658978778902,8.350457235928465,0.0,7.327368083354976,1.7840707254818629,821.0660689651269,0.0072245142513218,19.0155550235442,22.734952586573662,0.0,10697.573825308424,Restructure 40% H2
2039,19.216008383436495,39.80015895825088,1.5653620250428846,9.907349740934666,0.0,7.327368083354976,1.7840707254818629,974.1488969792242,0.0072789334164494,20.584150574814387,19.216008383436495,0.0,12122.48710866757,Restructure 40% H2
2040,14.75165212343593,36.30332232607653,1.5653620250428846,10.87486936876088,0.0,7.327368083354976,1.7840707254818629,1069.2811172902173,0.0072789334164494,21.5516702026406,14.751652123435932,1.7763568394002505e-15,12977.774459665943,Restructure 40% H2
2041,13.26451988277456,36.14317902332424,1.5653620250428846,12.201858306669958,0.0,7.327368083354976,1.7840707254818629,1199.758474400839,0.0072789334164494,22.87865914054968,13.264519882774556,0.0,14123.762106444225,Restructure 40% H2
2042,11.764328073943338,35.981883610480196,1.5719478197715653,13.534168907928455,0.0,7.327368083354976,1.7840707254818629,1330.7590887515394,0.0073095573619377,24.217555536536857,11.76432807394334,1.7763568394002505e-15,15250.432959610813,Restructure 40% H2
2043,10.251076696942269,35.820588197636155,1.6048642538210462,14.853208438036004,0.0,7.327368083354976,1.7840707254818629,1460.4548133323733,0.0074626187802678,25.569511500693885,10.25107669694227,1.7763568394002505e-15,16351.67023906325,Restructure 40% H2
2044,8.724952317030917,35.66044489488387,1.6375455704844593,16.18650819853165,0.0,7.327368083354976,1.7840707254818629,1591.552687637048,0.0076145869027527,26.935492577852948,8.724952317030919,1.7763568394002505e-15,17436.93554835009,Restructure 40% H2
2045,7.185628445005039,35.499149482039826,1.67046200453394,17.53162022366401,0.0,7.327368083354976,1.7840707254818629,1723.8120132750826,0.0077676483210828,28.31352103703479,7.185628445005037,0.0,18503.954711666353,Restructure 40% H2
2046,5.748502756004031,35.33785406919579,1.703378438583421,18.774534065771505,0.0,7.327368083354976,1.7840707254818629,1846.0226124756512,0.0079207097394129,29.589351313191763,5.748502756004029,0.0,19465.304456269587,Restructure 40% H2
2047,4.311377067003024,35.17655865635176,1.736294872632902,20.017447907878996,0.0,7.327368083354976,1.7840707254818629,1968.2332116762195,0.0080737711577429,30.865181589348737,4.311377067003022,0.0,20400.903761285237,Restructure 40% H2
2048,2.8742513780020156,35.01526324350772,1.7692113066823827,21.260361749986483,0.0,7.327368083354976,1.7840707254818629,2090.4438108767877,0.008226832576073,32.1410118655057,2.8742513780020147,0.0,21310.752626713296,Restructure 40% H2
2049,1.4371256890010071,34.853967830663684,1.7692113066823827,22.536192026143457,0.0,7.327368083354976,1.7840707254818629,2215.8909474723473,0.008226832576073,33.41684214166268,1.4371256890010071,2.220446049250313e-16,22204.34415213364,Restructure 40% H2
