Year,Band,Technology,Baseline_Production_kt,Alternative_Production_kt,Alternative_Share_pct,Emissions_MtCO2,Abatement_MtCO2,Emission_Reduction_pct,Technology_Production_kt,Technology_Penetration_pct,Technology_Abatement_MtCO2
2050,NCC_LT,NCC_LT_HeatPump,1200,1200.0,100.0,-0.12,0.9,115.38461538461536,1200.0,100.0,0.9
2050,BTX_HT,BAND_TOTAL,1200,1200.0,100.0,0.9168000000000001,0.9072,49.73684210526316,1200.0,100.0,0.9072
2050,BTX_HT,BTX_HT_Electric,1200,1200.0,100.0,0.9168000000000001,0.9072,49.73684210526316,288.0,24.0,0.19584
2050,BTX_HT,BTX_HT_Hydrogen,1200,1200.0,100.0,0.9168000000000001,0.9072,49.73684210526316,912.0,76.0,0.71136
2050,BTX_MT,BAND_TOTAL,800,800.0,100.0,0.06399999999999995,0.648,91.01123595505618,800.0,100.0,0.648
2050,BTX_MT,BTX_MT_ElecHeater,800,800.0,100.0,0.06399999999999995,0.648,91.01123595505618,800.0,100.0,0.648
2050,BTX_LT,BAND_TOTAL,1100,1100.0,100.0,-0.374,0.902,170.83333333333331,1100.0,100.0,0.902
2050,BTX_LT,BTX_LT_HeatPump,1100,1100.0,100.0,-0.374,0.902,170.83333333333331,1100.0,100.0,0.902
2050,C4_HT,BAND_TOTAL,450,450.0,100.0,0.70596,0.28854,29.013574660633484,450.0,100.0,0.28854
2050,C4_HT,C4_HT_Electric,450,450.0,100.0,0.70596,0.28854,29.013574660633484,219.6,48.8,0.129564
2050,C4_HT,C4_HT_Hydrogen,450,450.0,100.0,0.70596,0.28854,29.013574660633484,230.4,51.2,0.158976
2050,C4_MT,BAND_TOTAL,350,350.0,100.0,0.05600000000000005,0.287,83.6734693877551,350.0,100.0,0.287
2050,C4_MT,C4_MT_ElecHeater,350,350.0,100.0,0.05600000000000005,0.287,83.6734693877551,350.0,100.0,0.287
2050,C4_LT,BAND_TOTAL,200,200.00000000000009,100.00000000000004,-0.04399999999999997,0.15200000000000002,140.74074074074076,200.00000000000009,100.00000000000004,0.15200000000000002
2050,C4_LT,C4_LT_HeatPump,200,200.00000000000009,100.00000000000004,-0.04399999999999997,0.15200000000000002,140.74074074074076,200.0,100.0,0.152
