year,scenario,region_simple,bau_emissions_tco2,emissions_tco2,abatement_tco2,capex_usd
2030,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,24682555.616309427,1088691.7407569715,2507027599.9999995
2030,shaheen_ncc_h2_15c,Daesan,19800108.50587184,12495121.154370235,6440086.386521657,1745239999.9999998
2030,shaheen_ncc_h2_15c,Other,432184.00829651015,530430.4631494296,-143813.51170650445,135240000.0
2030,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,16696146.913150324,4217934.601079422,1692109999.9999998
2030,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,16804921.578794595,7514624.195056125,1827671999.9999998
2030,shaheen_ncc_h2_20c,Daesan,19800108.50587184,16100394.902422555,2820454.806604662,1204279999.9999998
2030,shaheen_ncc_h2_20c,Other,432184.00829651015,530430.4631494296,-143813.51170650445,135240000.0
2030,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,21743530.16042357,-849549.6108043705,934765999.9999998
2030,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,22085145.422296222,2213372.1103026927,1035390999.9999999
2031,shaheen_ncc_elec_15c,Daesan,19800108.50587184,18615185.484285213,1184923.0215866251,2165244322.4999995
2031,shaheen_ncc_elec_15c,Other,432184.00829651015,509304.4361070886,-77120.42781057846,133211400.0
2031,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,21051792.88834798,1079136.387867048,2459349059.9999995
2031,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,23699496.810960714,2071750.5461056828,2467688859.9999995
2031,shaheen_ncc_elec_20c,Daesan,19800108.50587184,18615185.484285213,1184923.0215866251,2165244322.4999995
2031,shaheen_ncc_elec_20c,Other,432184.00829651015,509304.4361070886,-77120.42781057846,133211400.0
2031,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,21051792.88834798,1079136.387867048,2459349059.9999995
2031,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,23699496.810960714,2071750.5461056828,2467688859.9999995
2031,shaheen_ncc_h2_15c,Daesan,19800108.50587184,12230080.527906736,6566941.686396407,1715986299.9999998
2031,shaheen_ncc_h2_15c,Other,432184.00829651015,509304.4361070886,-129967.73857525329,133211400.0
2031,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,16348002.437822293,4371663.169607506,1664603149.9999998
2031,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,16456633.462409133,7630973.782628967,1796750339.9999998
2031,shaheen_ncc_h2_20c,Daesan,19800108.50587184,15850970.390322732,2929400.0396683896,1184686299.9999998
2031,shaheen_ncc_h2_20c,Other,432184.00829651015,509304.4361070886,-129967.73857525329,133211400.0
2031,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,21417248.245204687,-720895.1358117166,920783149.9999998
2031,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,21759728.406739227,2303490.912525227,1018617214.9999999
2032,shaheen_ncc_elec_15c,Daesan,19800108.50587184,17843024.70173802,1957083.8041338196,2130858344.9999995
2032,shaheen_ncc_elec_15c,Other,432184.00829651015,488178.40906474733,-55994.40076823723,131182800.0
2032,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,20178561.25257347,1952368.0236415553,2420493319.9999995
2032,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,22716438.005612,3054809.351454398,2428350119.9999995
2032,shaheen_ncc_elec_20c,Daesan,19800108.50587184,17843024.70173802,1957083.8041338196,2130858344.9999995
2032,shaheen_ncc_elec_20c,Other,432184.00829651015,488178.40906474733,-55994.40076823723,131182800.0
2032,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,20178561.25257347,1952368.0236415553,2420493319.9999995
2032,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,22716438.005612,3054809.351454398,2428350119.9999995
2032,shaheen_ncc_h2_15c,Daesan,19800108.50587184,11679476.850751987,6986384.225407394,1728029099.9999998
2032,shaheen_ncc_h2_15c,Other,432184.00829651015,488178.40906474733,-116121.96544400208,131182800.0
2032,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,15528704.347378667,5002788.095294991,1704909499.9999998
2032,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,15912960.100813868,7947514.6390845,1794084179.9999998
2032,shaheen_ncc_h2_20c,Daesan,19800108.50587184,15601545.878222909,3038345.272732118,1165092599.9999998
2032,shaheen_ncc_h2_20c,Other,432184.00829651015,488178.40906474733,-116121.96544400208,131182800.0
2032,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,21090966.329985805,-592240.6608190623,906800299.9999998
2032,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,21434311.391182233,2393609.7147477614,1001843429.9999999
2033,shaheen_ncc_elec_15c,Daesan,19800108.50587184,17070863.919190828,2729244.586681011,2096472367.4999998
2033,shaheen_ncc_elec_15c,Other,432184.00829651015,467052.3820224062,-34868.37372589613,129154200.0
2033,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,19305329.616798967,2825599.659416059,2381637579.9999995
2033,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,21733379.200263288,4037868.156803109,2389011379.9999995
2033,shaheen_ncc_elec_20c,Daesan,19800108.50587184,17070863.919190828,2729244.586681011,2096472367.4999998
2033,shaheen_ncc_elec_20c,Other,432184.00829651015,467052.3820224062,-34868.37372589613,129154200.0
2033,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,19305329.616798967,2825599.659416059,2381637579.9999995
2033,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,21733379.200263288,4037868.156803109,2389011379.9999995
2033,shaheen_ncc_h2_15c,Daesan,19800108.50587184,10940886.527334845,7600612.20807989,1764781374.9999998
2033,shaheen_ncc_h2_15c,Other,432184.00829651015,467052.3820224062,-102276.19231275095,129154200.0
2033,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,14958229.84485693,5385653.631575039,1707292299.9999998
2033,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,14531592.465059793,9125874.5014213,1908553569.9999998
2033,shaheen_ncc_h2_20c,Daesan,19800108.50587184,15352121.366123086,3147290.505795846,1145498899.9999998
2033,shaheen_ncc_h2_20c,Other,432184.00829651015,467052.3820224062,-102276.19231275095,129154200.0
2033,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,20764684.41476692,-463586.1858264084,892817449.9999999
2033,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,21108894.37562524,2483728.516970296,985069645.0
2034,shaheen_ncc_elec_15c,Daesan,19800108.50587184,16298703.136643635,3501405.3692282056,2062086389.9999998
2034,shaheen_ncc_elec_15c,Other,432184.00829651015,445926.354980065,-13742.346683554913,127125600.0
2034,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,18432097.98102446,3698831.2951905667,2342781839.9999995
2034,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,20750320.394914575,5020926.9621518245,2349672639.9999995
2034,shaheen_ncc_elec_20c,Daesan,19800108.50587184,16298703.136643635,3501405.3692282056,2062086389.9999998
2034,shaheen_ncc_elec_20c,Other,432184.00829651015,445926.354980065,-13742.346683554913,127125600.0
2034,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,18432097.98102446,3698831.2951905667,2342781839.9999995
2034,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,20750320.394914575,5020926.9621518245,2349672639.9999995
2034,shaheen_ncc_h2_15c,Daesan,19800108.50587184,10369648.25180205,8045101.103878965,1775363099.9999998
2034,shaheen_ncc_h2_15c,Other,432184.00829651015,445926.354980065,-88430.41918149975,127125600.0
2034,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,13795011.557880748,6370976.605159468,1801428999.9999998
2034,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,13713030.913086878,9730239.235986423,1938610659.9999998
2034,shaheen_ncc_h2_20c,Daesan,19800108.50587184,15102696.854023263,3256235.7388595743,1125905199.9999998
2034,shaheen_ncc_h2_20c,Other,432184.00829651015,445926.354980065,-88430.41918149975,127125600.0
2034,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,20438402.499548037,-334931.7108337539,878834599.9999999
2034,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,20783477.360068243,2573847.3191928305,968295860.0
2035,shaheen_ncc_elec_15c,Daesan,19800108.50587184,15526542.354096442,4273566.151775397,2027700412.4999998
2035,shaheen_ncc_elec_15c,Other,432184.00829651015,424800.3279377239,7383.680358786245,125096999.99999999
2035,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,17558866.345249955,4572062.93096507,2303926099.9999995
2035,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,19767261.589565862,6003985.7675005365,2310333899.9999995
2035,shaheen_ncc_elec_20c,Daesan,19800108.50587184,15526542.354096442,4273566.151775397,2027700412.4999998
2035,shaheen_ncc_elec_20c,Other,432184.00829651015,424800.3279377239,7383.680358786245,125096999.99999999
2035,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,17558866.345249955,4572062.93096507,2303926099.9999995
2035,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,19767261.589565862,6003985.7675005365,2310333899.9999995
2035,shaheen_ncc_h2_15c,Daesan,19800108.50587184,10100244.070760267,8179466.770280829,1743279824.9999998
2035,shaheen_ncc_h2_15c,Other,432184.00829651015,424800.3279377239,-74584.64605024856,125096999.99999999
2035,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,13440377.53303895,6534077.099334156,1769703949.9999998
2035,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,11592837.05542687,11654838.084012657,2170034475.0
2035,shaheen_ncc_h2_20c,Daesan,19800108.50587184,14853272.34192344,3365180.9719233024,1106311499.9999998
2035,shaheen_ncc_h2_20c,Other,432184.00829651015,424800.3279377239,-74584.64605024856,125096999.99999999
2035,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,20112120.58432915,-206277.23584110005,864851749.9999999
2035,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,20458060.344511252,2663966.1214153646,951522075.0
2036,shaheen_ncc_elec_15c,Daesan,19800108.50587184,13976665.675458549,5823442.830413291,1993314434.9999998
2036,shaheen_ncc_elec_15c,Other,432184.00829651015,382396.28804698144,49787.720249528684,123068399.99999999
2036,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,15806120.831716953,6324808.444498073,2265070359.9999995
2036,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,17794071.613362327,7977175.743704071,2270995159.9999995
2036,shaheen_ncc_elec_20c,Daesan,19800108.50587184,13976665.675458549,5823442.830413291,1993314434.9999998
2036,shaheen_ncc_elec_20c,Other,432184.00829651015,382396.28804698144,49787.720249528684,123068399.99999999
2036,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,15806120.831716953,6324808.444498073,2265070359.9999995
2036,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,17794071.613362327,7977175.743704071,2270995159.9999995
2036,shaheen_ncc_h2_15c,Daesan,19800108.50587184,9559497.549100857,8449164.762555074,1711196549.9999998
2036,shaheen_ncc_h2_15c,Other,432184.00829651015,382396.28804698144,-46793.48990910404,123068399.99999999
2036,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,12728558.159435626,6861451.472533711,1737978899.9999998
2036,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,10863957.701028267,11933828.206003658,2129368289.9999998
2036,shaheen_ncc_h2_20c,Daesan,19800108.50587184,14352628.896773435,3583855.216705893,1086717799.9999998
2036,shaheen_ncc_h2_20c,Other,432184.00829651015,382396.28804698144,-46793.48990910404,123068399.99999999
2036,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,19457209.401983336,51957.285906745674,850868899.9999999
2036,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,19804885.183788937,2844852.0625670706,934748290.0
2037,shaheen_ncc_elec_15c,Daesan,19800108.50587184,12421233.883277152,7378874.622594688,1958928457.4999998
2037,shaheen_ncc_elec_15c,Other,432184.00829651015,339840.2623501791,92343.74594633104,121039799.99999999
2037,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,14047093.076199964,8083836.200015063,2226214619.9999995
2037,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,15813809.27165269,9957438.085413711,2231656419.9999995
2037,shaheen_ncc_elec_20c,Daesan,19800108.50587184,12421233.883277152,7378874.622594688,1958928457.4999998
2037,shaheen_ncc_elec_20c,Other,432184.00829651015,339840.2623501791,92343.74594633104,121039799.99999999
2037,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,14047093.076199964,8083836.200015063,2226214619.9999995
2037,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,15813809.27165269,9957438.085413711,2231656419.9999995
2037,shaheen_ncc_h2_15c,Daesan,19800108.50587184,9016812.86786561,8719829.414299836,1679113274.9999998
2037,shaheen_ncc_h2_15c,Other,432184.00829651015,339840.2623501791,-18902.723889317494,121039799.99999999
2037,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,12014187.46191258,7189999.230583444,1706253849.9999998
2037,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,10132465.875825368,12213818.292589609,2088702104.9999998
2037,shaheen_ncc_h2_20c,Daesan,19800108.50587184,13850191.030673072,3803313.240143619,1067124099.9999999
2037,shaheen_ncc_h2_20c,Other,432184.00829651015,339840.2623501791,-18902.723889317494,121039799.99999999
2037,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,18799950.86772947,311117.3794171282,836886049.9999999
2037,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,19149368.8934583,3026386.3404254136,917974505.0
2038,shaheen_ncc_elec_15c,Daesan,19800108.50587184,10871357.204639262,8928751.301232578,1924542479.9999998
2038,shaheen_ncc_elec_15c,Other,432184.00829651015,297436.2224594367,134747.7858370734,119011199.99999999
2038,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,12294347.562666964,9836581.713548062,2187358879.9999995
2038,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,13840619.295449156,11930628.061617242,2192317679.9999995
2038,shaheen_ncc_elec_20c,Daesan,19800108.50587184,10871357.204639262,8928751.301232578,1924542479.9999998
2038,shaheen_ncc_elec_20c,Other,432184.00829651015,297436.2224594367,134747.7858370734,119011199.99999999
2038,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,12294347.562666964,9836581.713548062,2187358879.9999995
2038,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,13840619.295449156,11930628.061617242,2192317679.9999995
2038,shaheen_ncc_h2_15c,Daesan,19800108.50587184,7847268.97685417,9635011.551709987,1734163199.9999998
2038,shaheen_ncc_h2_15c,Other,432184.00829651015,297436.2224594367,8888.432251826987,119011199.99999999
2038,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,11302368.088309258,7517373.603782998,1674528799.9999998
2038,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,9403586.521426765,12492808.414580608,2048035919.9999998
2038,shaheen_ncc_h2_20c,Daesan,19800108.50587184,13349547.585523069,4021987.48492621,1047530399.9999999
2038,shaheen_ncc_h2_20c,Other,432184.00829651015,297436.2224594367,8888.432251826987,119011199.99999999
2038,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,18145039.68538365,569351.9011649734,822903199.9999999
2038,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,18496193.732735988,3207272.2815771196,901200719.9999999
2039,shaheen_ncc_elec_15c,Daesan,19800108.50587184,9321480.52600137,10478627.97987047,1890156502.4999998
2039,shaheen_ncc_elec_15c,Other,432184.00829651015,255032.18256869432,177151.8257278158,116982599.99999999
2039,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,10541602.049133962,11589327.227081064,2148503140.0
2039,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,11867429.319245623,13903818.037820777,2152978939.9999995
2039,shaheen_ncc_elec_20c,Daesan,19800108.50587184,9321480.52600137,10478627.97987047,1890156502.4999998
2039,shaheen_ncc_elec_20c,Other,432184.00829651015,255032.18256869432,177151.8257278158,116982599.99999999
2039,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,10541602.049133962,11589327.227081064,2148503140.0
2039,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,11867429.319245623,13903818.037820777,2152978939.9999995
2039,shaheen_ncc_h2_15c,Daesan,19800108.50587184,7301030.249229582,9912139.165864393,1700264649.9999998
2039,shaheen_ncc_h2_15c,Other,432184.00829651015,255032.18256869432,36679.58839297148,116982599.99999999
2039,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,9507615.29343264,8959478.798717301,1788468499.9999998
2039,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,8674707.167028163,12771798.53657161,2007369734.9999998
2039,shaheen_ncc_h2_20c,Daesan,19800108.50587184,12848904.140373062,4240661.729708801,1027936699.9999999
2039,shaheen_ncc_h2_20c,Other,432184.00829651015,255032.18256869432,36679.58839297148,116982599.99999999
2039,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,17490128.503037833,827586.4229128188,808920349.9999999
2039,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,17843018.572013672,3388158.2227288256,884426934.9999999
2040,shaheen_ncc_elec_15c,Daesan,19800108.50587184,7766048.733819974,12034059.772051867,1855770524.9999998
2040,shaheen_ncc_elec_15c,Other,432184.00829651015,212476.15687189193,219707.8514246182,114953999.99999999
2040,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,8782574.293616973,13348354.982598053,2109647399.9999998
2040,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,9887166.977535984,15884080.379530415,2113640199.9999998
2040,shaheen_ncc_elec_20c,Daesan,19800108.50587184,7766048.733819974,12034059.772051867,1855770524.9999998
2040,shaheen_ncc_elec_20c,Other,432184.00829651015,212476.15687189193,219707.8514246182,114953999.99999999
2040,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,8782574.293616973,13348354.982598053,2109647399.9999998
2040,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,9887166.977535984,15884080.379530415,2113640199.9999998
2040,shaheen_ncc_h2_15c,Daesan,19800108.50587184,6752833.676703114,10190260.068958422,1666366099.9999998
2040,shaheen_ncc_h2_15c,Other,432184.00829651015,212476.15687189193,64570.35441275803,114953999.99999999
2040,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,8783834.049802631,9300756.741997488,1753644199.9999998
