product,company,location,year_built,retirement_year,remaining_life_years,capacity_kt,emissions_kt,carbon_intensity_tco2_per_t,book_value_musd,carbon_cost_2030_usd_per_t,stranded_risk
Butanol,Hanwha Solutions,Yeosu,1997,2047,22,12,0.043525685702545,0.0036271404752120837,2.64,0.13887757539332016,False
PPG,Kumho Petrochemical,Yeosu,1997,2047,22,152,0.5513253522322371,0.0036271404752120863,33.44,0.13887757539332027,False
PPG,PU Core,Ulsan,1988,2038,13,220,0.7979709045466591,0.0036271404752120867,28.6,0.1388775753933203,False
PPG,KPX Chemical,Ulsan,1990,2040,15,298,1.0808878616132018,0.0036271404752120867,44.7,0.1388775753933203,False
PPG,BASF Korea,Ulsan,1975,2025,0,119,0.4316297165502383,0.0036271404752120863,0.0,0.13887757539332027,False
MMA,Lotte MCC,Daesan,1995,2045,20,90,0.3264426427690878,0.0036271404752120867,18.0,0.1388775753933203,False
MMA,Lotte MCC,Yeosu,2009,2059,34,97,0.3518326260955724,0.0036271404752120867,32.98,0.1388775753933203,False
MMA,Lotte Chemical,Yeosu,2013,2063,38,50,0.1813570237606043,0.0036271404752120863,19.0,0.13887757539332027,False
MMA,LXMMA,Yeosu,2001,2051,26,260,0.9430565235551426,0.0036271404752120867,67.6,0.1388775753933203,False
PMMA,Lotte MCC,Yeosu,2008,2058,33,110,0.5643815113412545,0.005130741012193222,36.3,0.196448104674744,False
PMMA,LXMMA,Yeosu,1991,2041,16,120,0.6156889214631869,0.005130741012193224,19.2,0.19644810467474405,False
PMMA,Arkema,진해,1999,2049,24,100,0.5130741012193223,0.005130741012193223,24.0,0.19644810467474402,False
Carbon Black(CB),OCI,Gwangyang,1992,2042,17,150,0.544071071281813,0.0036271404752120863,25.5,0.13887757539332027,False
Carbon Black(CB),HD Hyundai OCI,Daesan,2018,2068,43,136,0.4932911046288437,0.003627140475212086,58.48,0.13887757539332024,False
Carbon Black(CB),Birla Carbon Korea,Yeosu,1996,2046,21,193,0.7000381117159327,0.0036271404752120863,40.53,0.13887757539332027,False
Carbon Black(CB),Orion Engineered Carbons,Yeosu,1979,2029,4,170,0.6166138807860546,0.003627140475212086,6.8,0.13887757539332024,False
Carbon Black(CB),OCI,Pohang,1981,2031,6,40,0.1450856190084834,0.003627140475212085,2.4,0.1388775753933202,False
Petroleum Resin,Kolon Industries,Daesan,2014,2064,39,87,0.3155612213434515,0.0036271404752120863,33.93,0.13887757539332027,False
Petroleum Resin,Kolon Industries,Yeosu,2004,2054,29,50,0.1813570237606043,0.0036271404752120863,14.5,0.13887757539332027,False
Petroleum Resin,Hanwha Solutions,Yeosu,2019,2069,44,86,0.3119340808682393,0.003627140475212085,37.84,0.1388775753933202,False
Petroleum Resin,Kolon Industries,Ulsan,1978,2028,3,0,0.0,0.0,0.0,0.0,False
