FacilityID,Company,Location,Product,TechID,TransitionFraction,CapacityTransitioned_kt,EmissionsBefore_ktCO2,EmissionsAfter_ktCO2,AbatementMtCO2,AnnualCostUSD,CostPerTonCO2,StartYear,FacilityAge
한화솔루션_여수_EDC_1980,한화솔루션,여수,EDC,HP_001,1.0,1586.0,716.1959453298002,651.6091366327239,0.06458680869707632,645868.0869707633,10,1980,50
LG화학_여수_EDC_1996,LG화학,여수,EDC,HP_001,1.0,810.0,365.7747261772624,332.7890294278098,0.032985696749452585,329856.9674945259,10,1996,34
한화솔루션_울산_EDC_1991,한화솔루션,울산,EDC,HP_001,1.0,385.0,173.85588836820497,158.1775016416133,0.015678386726591668,156783.86726591666,10,1991,39
카프로_울산_C-H_2000,카프로,울산,C-H,HP_001,1.0,190.0,76.17609491245531,69.30650719489921,0.006869587717556101,68695.877175561,10,2000,30
SK지오센트릭_울산_C-H_1974,SK지오센트릭,울산,C-H,HP_001,1.0,160.0,64.14829045259394,58.36337447991512,0.0057849159726788175,57849.15972678817,10,1974,56
LG화학_여수_Butadiene_1991,LG화학,여수,Butadiene,HP_001,1.0,306.0,116.98110420755916,106.43170603252878,0.010549398175030375,105493.98175030375,10,1991,39
금호석유화학_울산_Butadiene_1979,금호석유화학,울산,Butadiene,HP_001,1.0,90.0,34.406207119870345,31.30344295074376,0.0031027641691265834,31027.641691265835,10,1979,51
대한유화_울산_Butadiene_2023,대한유화,울산,Butadiene,HP_001,1.0,146.0,55.81451377223412,50.7811407867621,0.00503337298547202,50333.72985472021,10,2023,7
SK지오센트릭_울산_Butadiene_1989,SK지오센트릭,울산,Butadiene,HP_001,1.0,130.0,49.69785472870161,45.21608426218543,0.004481770466516174,44817.70466516174,10,1989,41
롯데케미칼_여수_Butadiene_2011,롯데케미칼,여수,Butadiene,HP_001,1.0,160.0,61.166590435325055,55.650565245766686,0.00551602518955837,55160.2518955837,10,2011,19
롯데GS화학_여수_Butadiene_2022,롯데GS화학,여수,Butadiene,HP_001,1.0,130.0,49.69785472870161,45.21608426218543,0.004481770466516174,44817.70466516174,10,2022,8
금호석유화학_여수_Butadiene_1992,금호석유화학,여수,Butadiene,HP_001,1.0,147.0,56.1968049624549,51.128956819548144,0.005067848142906755,50678.48142906755,10,1992,38
한화토탈에너지스_대산_Butadiene_1991,한화토탈에너지스,대산,Butadiene,HP_001,1.0,150.0,57.34367853311725,52.17240491790627,0.005171273615210978,51712.73615210978,10,1991,39
LG화학_대산_Butadiene_1991,LG화학,대산,Butadiene,HP_001,1.0,200.0,76.45823804415632,69.56320655720836,0.006895031486947957,68950.31486947957,10,1991,39
HD현대케미칼_대산_Butadiene_2021,HD현대케미칼,대산,Butadiene,HP_001,1.0,163.0,62.3134640059874,56.69401334412481,0.005619450661862586,56194.50661862586,10,2021,9
롯데케미칼_대산_Butadiene_1997,롯데케미칼,대산,Butadiene,HP_001,1.0,190.0,72.63532614194851,66.08504622934794,0.006550279912600572,65502.79912600572,10,1997,33
여천NCC_여수_Butadiene_1992,여천NCC,여수,Butadiene,HP_001,1.0,378.0,144.50606990345548,131.4744603931238,0.013031609510331691,130316.0951033169,10,1992,38
여천NCC_여수_자일렌_1979,여천NCC,여수,자일렌,HP_001,1.0,204.0,73.32244367903682,66.7101992590836,0.006612244419953228,66122.44419953228,10,1979,51
대한유화_온산_자일렌_2008,대한유화,온산,자일렌,HP_001,1.0,47.0,16.892915945660448,15.369506692043771,0.001523409253616677,15234.09253616677,10,2008,22
롯데케미칼_대산_자일렌_2011,롯데케미칼,대산,자일렌,HP_001,1.0,60.0,21.565424611481426,19.620646840906943,0.0019447777705744827,19447.777705744826,10,2011,19
GS칼텍스_여수_자일렌_1990,GS칼텍스,여수,자일렌,HP_001,1.0,350.0,125.79831023364156,114.45377323862382,0.011344536995017734,113445.36995017734,10,1990,40
HD현대케미칼_대산_자일렌_2016,HD현대케미칼,대산,자일렌,HP_001,1.0,1350.0,485.2220537583319,441.46455392040616,0.04375749983792576,437574.9983792576,10,2016,14
롯데케미칼_여수_자일렌_1992,롯데케미칼,여수,자일렌,HP_001,1.0,79.0,28.394475738450534,25.833851673860806,0.002560624064589728,25606.240645897284,10,1992,38
LG화학_여수_자일렌_1992,LG화학,여수,자일렌,HP_001,1.0,60.0,21.565424611481426,19.620646840906943,0.0019447777705744827,19447.777705744826,10,1992,38
S-Oil_온산_자일렌_1991,S-Oil,온산,자일렌,HP_001,1.0,450.0,161.74068458611063,147.15485130680204,0.014585833279308588,145858.3327930859,10,1991,39
SK지오센트릭_울산_자일렌_2070,SK지오센트릭,울산,자일렌,HP_001,1.0,894.0,321.3248267110731,292.3476379295134,0.02897718878155973,289771.8878155973,10,2070,-40
HD현대케미칼_대산_PP_2021,HD현대케미칼,대산,PP,HP_001,1.0,380.0,134.94347153958876,122.77422059914487,0.012169250940443887,121692.50940443888,10,2021,9
LG화학_대산_PP_2006,LG화학,대산,PP,HP_001,0.6791405550581903,758.5999999999985,269.3897829208732,245.0961151223977,0.024293667798475495,242936.67798475496,10,2006,24
한화임팩트_대산_TPA_1997,한화임팩트,대산,TPA,TPA_001,1.0,700.0,238.72258241980936,237.57671402419427,0.0011458683956150821,195943.49565017904,171,1997,33
삼남석유화학_여수_TPA_1990,삼남석유화학,여수,TPA,TPA_001,0.3205333333333333,480.79999999999995,163.96831089634904,163.18126300404657,0.0007870478923024677,134585.18958372198,171,1990,40
HD현대케미칼_대산_LDPE_2021,HD현대케미칼,대산,LDPE,PE_002,1.0,300.0,233.4250111292319,229.92363596229345,0.003501375166938459,731787.409890138,209,2021,9
LG화학_대산_LDPE_2006,LG화학,대산,LDPE,PE_002,1.0,280.0,217.86334372061643,214.5953935648072,0.003267950155809217,683001.5825641264,209,2006,24
LG화학_여수_LDPE_1990,LG화학,여수,LDPE,PE_002,0.36444444444444457,65.60000000000002,51.04226910025873,50.27663506375485,0.0007656340365038758,160017.51362931004,209,1990,40
롯데케미칼_대산_Ethylene_1991,롯데케미칼,대산,Ethylene,ETH_003,0.2174909090909091,239.24,284.654020238394,283.8000581776789,0.000853962060715105,216906.3634216367,254,1991,39
롯데케미칼_대산_Propylene_1997,롯데케미칼,대산,Propylene,PROP_002,0.609,334.95,213.49051517879545,212.72194932415184,0.0007685658546436115,202901.38562591345,264,1997,33
롯데케미칼_대산_Ethylene_1991,롯데케미칼,대산,Ethylene,ETH_004,0.8699636363636364,956.96,1138.616080953576,1124.9526879821335,0.013663392971442591,4905158.07674789,359,1991,39
HD현대케미칼_대산_HDPE_2021,HD현대케미칼,대산,HDPE,PE_001,0.6252173913043478,359.5,209.304426645878,208.25790451264854,0.0010465221332294733,377794.4900958399,361,2021,9
롯데케미칼_대산_Propylene_1997,롯데케미칼,대산,Propylene,PROP_001,1.0,550.0,350.5591382246231,348.4557833952754,0.0021033548293477224,816101.6737869163,388,1997,33
HD현대오일뱅크_대산_Propylene_2011,HD현대오일뱅크,대산,Propylene,PROP_001,0.019642857142857142,8.25,5.258387073369347,5.226836750929131,3.155032244021605e-05,12241.525106803827,388,2011,19
롯데케미칼_대산_PP_2005,롯데케미칼,대산,PP,PP_001,0.70728,353.64,125.58265598752673,125.28125761315667,0.00030139837437006634,122066.34161987687,405,2005,25
롯데케미칼_대산_Ethylene_1991,롯데케미칼,대산,Ethylene,H2_001,1.0,1100.0,1308.8088206914956,1213.2400717757782,0.09556874891571737,48071080.70460584,503,1991,39
한화토탈에너지스_대산_Ethylene_1991,한화토탈에너지스,대산,Ethylene,H2_001,1.0,1525.0,1814.4849559586648,1681.991917689147,0.13249303826951792,66643998.249567516,503,1991,39
롯데케미칼_여수_Ethylene_1992,롯데케미칼,여수,Ethylene,H2_001,1.0,1230.0,1463.486226773218,1356.6229893492791,0.10686323742393893,53752208.42424128,503,1992,38
HD현대케미칼_대산_Ethylene_2021,HD현대케미칼,대산,Ethylene,H2_001,1.0,850.0,1011.3522705343375,937.5036918267376,0.07384857870759992,37145835.08992276,503,2021,9
LG화학_대산_Ethylene_1991,LG화학,대산,Ethylene,H2_001,1.0,1300.0,1546.774060817222,1433.8291757350105,0.11294488508221161,56811277.19635244,503,1991,39
여천NCC_여수_Ethylene_1979,여천NCC,여수,Ethylene,H2_001,1.0,2285.0,2718.7528684364247,2520.23051273423,0.19852235570219454,99856744.91820386,503,1979,51
GS칼텍스_여수_Ethylene_2021,GS칼텍스,여수,Ethylene,H2_001,1.0,900.0,1070.8435805657691,992.6509678165457,0.07819261274922337,39330884.21285936,503,2021,9
대한유화_온산_Ethylene_1991,대한유화,온산,Ethylene,H2_001,1.0,900.0,1070.8435805657691,992.6509678165457,0.07819261274922337,39330884.21285936,503,1991,39
SK지오센트릭_울산_Ethylene_1989,SK지오센트릭,울산,Ethylene,H2_001,1.0,660.0,785.2852924148975,727.9440430654669,0.057341249349430655,28842648.42276362,503,1989,41
LG화학_여수_Ethylene_2021,LG화학,여수,Ethylene,H2_001,1.0,1030.0,1225.520986647491,1136.0338853900466,0.08948710125744447,45012011.932494566,503,2021,9
S-Oil_온산_Ethylene_2018,S-Oil,온산,Ethylene,H2_001,1.0,182.0,216.54836851441107,200.73608460290143,0.01581228391150964,7953578.807489349,503,2018,12
롯데케미칼_울산_M-X_1998,롯데케미칼,울산,M-X,H2_001,1.0,360.0,418.6088532917559,388.04218552357906,0.03056666776817684,15375033.887392951,503,1998,32
롯데케미칼_울산_O-X_1980,롯데케미칼,울산,O-X,H2_001,1.0,210.0,214.40941266163108,198.7533145364673,0.015656098125163793,7875017.356957388,503,1980,50
SK지오센트릭_울산_O-X_1990,SK지오센트릭,울산,O-X,H2_001,1.0,200.0,204.19944063012483,189.28887098711172,0.014910569643013105,7500016.530435592,503,1990,40
롯데케미칼_대산_LDPE_2005,롯데케미칼,대산,LDPE,H2_001,1.0,500.0,389.0416852153865,360.63400141596566,0.028407683799420852,14289064.951108688,503,2005,25
HD현대케미칼_대산_LDPE_2021,HD현대케미칼,대산,LDPE,H2_001,1.0,300.0,233.4250111292319,216.3804008495794,0.017044610279652518,8573438.970665216,503,2021,9
LG화학_대산_LDPE_2006,LG화학,대산,LDPE,H2_001,1.0,280.0,217.86334372061643,201.95504079294076,0.015908302927675665,8001876.37262086,503,2006,24
LG화학_여수_LDPE_1990,LG화학,여수,LDPE,H2_001,1.0,180.0,140.05500667753915,129.82824050974762,0.01022676616779154,5144063.382399145,503,1990,40
한화솔루션_여수_LDPE_1979,한화솔루션,여수,LDPE,H2_001,1.0,337.0,262.2140958351705,243.06731695436085,0.019146778880809647,9630829.777047252,503,1979,51
롯데케미칼_울산_LDPE_1972,롯데케미칼,울산,LDPE,H2_001,1.0,120.0,93.37000445169278,86.55216033983176,0.006817844111861021,3429375.5882660937,503,1972,58
한화토탈에너지스_대산_LDPE_1991,한화토탈에너지스,대산,LDPE,H2_001,1.0,435.0,338.46626613738624,313.75158123189004,0.0247146849054962,12431486.50746459,503,1991,39
HD현대오일뱅크_대산_Propylene_2011,HD현대오일뱅크,대산,Propylene,H2_001,1.0,420.0,267.69970555334856,248.15236942573705,0.019547336127611517,9832310.072188593,503,2011,19
롯데케미칼_대산_Propylene_1997,롯데케미칼,대산,Propylene,H2_001,1.0,550.0,350.5591382246231,324.96143615275093,0.025597702071872164,12875644.142151698,503,1997,33
효성화학_울산_Propylene_1991,효성화학,울산,Propylene,H2_001,1.0,500.0,318.69012565874834,295.4194874115917,0.023270638247156625,11705131.038319783,503,1991,39
롯데케미칼_여수_Propylene_1992,롯데케미칼,여수,Propylene,H2_001,1.0,641.0,408.5607410945153,378.7277828616606,0.029832958232854707,15005977.991125917,503,1992,38
대한유화_온산_Propylene_1991,대한유화,온산,Propylene,H2_001,1.0,560.0,356.9329407377981,330.86982590098273,0.026063114836815372,13109746.762918131,503,1991,39
S-Oil_온산_Propylene_2018,S-Oil,온산,Propylene,H2_001,1.0,840.0,535.3994111066971,496.3047388514741,0.039094672255223034,19664620.144377187,503,2018,12
SK에너지_울산_Propylene_1996,SK에너지,울산,Propylene,H2_001,1.0,620.0,395.1757558168478,366.32016439037375,0.028855591426474064,14514362.487516453,503,1996,34
SK지오센트릭_울산_Propylene_1989,SK지오센트릭,울산,Propylene,H2_001,1.0,380.0,242.20449550064868,224.5188104328097,0.017685685067838987,8895899.58912301,503,1989,41
태광산업_울산_Propylene_1997,태광산업,울산,Propylene,H2_001,1.0,300.0,191.21407539524895,177.25169244695502,0.013962382948293935,7023078.622991849,503,1997,33
LG화학_여수_Propylene_2021,LG화학,여수,Propylene,H2_001,1.0,1300.0,828.5943267127454,768.0906672701384,0.06050365944260704,30433340.69963134,503,2021,9
여천NCC_여수_Propylene_1979,여천NCC,여수,Propylene,H2_001,1.0,1289.0,821.5831439482532,761.5914385470834,0.05999170540116984,30175827.81678843,503,1979,51
GS칼텍스_여수_Propylene_2021,GS칼텍스,여수,Propylene,H2_001,1.0,970.0,618.2588437779716,573.1138055784879,0.04514503819948368,22707954.214340292,503,2021,9
SK어드밴스드_울산_Propylene_2016,SK어드밴스드,울산,Propylene,H2_001,1.0,600.0,382.4281507904979,354.50338489391004,0.02792476589658787,14046157.245983697,503,2016,14
LG화학_대산_Propylene_1991,LG화학,대산,Propylene,H2_001,1.0,680.0,433.4185708958977,401.7705028797647,0.03164806801613298,15918978.21211489,503,1991,39
한화토탈에너지스_대산_Propylene_1991,한화토탈에너지스,대산,Propylene,H2_001,1.0,1064.0,678.1725874018163,628.6526692118671,0.04951991818994918,24908518.849544436,503,1991,39
HD현대케미칼_대산_Propylene_2021,HD현대케미칼,대산,Propylene,H2_001,1.0,451.0,287.4584933441909,266.4683776452557,0.020990115698935198,10558028.196564404,503,2021,9
한화토탈에너지스_대산_L-LDPE_2004,한화토탈에너지스,대산,L-LDPE,H2_001,1.0,530.0,327.7144641722758,303.7848719756232,0.023929592196652607,12036584.874916261,503,2004,26
LG화학_대산_L-LDPE_2006,LG화학,대산,L-LDPE,H2_001,1.0,125.0,77.2911472104424,71.64737546594887,0.005643771744493534,2838817.187480248,503,2006,24
SK지오센트릭_울산_L-LDPE_1990,SK지오센트릭,울산,L-LDPE,H2_001,1.0,550.0,340.0810477259465,315.24845205017505,0.024832595675771472,12490795.624913052,503,1990,40
롯데케미칼_여수_L-LDPE_2019,롯데케미칼,여수,L-LDPE,H2_001,1.0,600.0,370.9975066101234,343.9074022365546,0.027090104373568805,13626322.49990511,503,2019,11
한화솔루션_여수_L-LDPE_1986,한화솔루션,여수,L-LDPE,H2_001,1.0,288.0,178.0788031728593,165.07555307354622,0.013003250099313078,6540634.799954479,503,1986,44
LG화학_여수_L-LDPE_2021,LG화학,여수,L-LDPE,H2_001,1.0,425.0,262.78990051550414,243.60107658422618,0.019188823931277965,9651978.437432816,503,2021,9
DL케미칼_여수_L-LDPE_2010,DL케미칼,여수,L-LDPE,H2_001,1.0,10.0,6.183291776835391,5.731790037275909,0.0004515017395594825,227105.3749984197,503,2010,20
SSNC_울산_L-LDPE_2015,SSNC,울산,L-LDPE,H2_001,1.0,180.0,111.29925198303702,103.17222067096637,0.008127031312070656,4087896.7499715397,503,2015,15
HD현대케미칼_대산_HDPE_2021,HD현대케미칼,대산,HDPE,H2_001,0.817622930365216,470.1331849599992,273.71615222601713,253.729497328288,0.019986654897729123,10053287.41355775,503,2021,9
