year,category,value,unit,scenario,figure_type
2027,NCC-H2,1.8426892497961107,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2028,NCC-H2,1.9379159368605996,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2029,NCC-H2,1.9798870187876152,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2030,NCC-H2,2.116327260672694,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2031,NCC-H2,2.443123165890601,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2032,NCC-H2,2.3417820378515692,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2033,NCC-H2,2.2704674374698195,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2034,NCC-H2,2.4487440862257297,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2035,NCC-H2,2.61803849765804,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2036,NCC-H2,2.5498286397570937,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2037,NCC-H2,2.2660639262706126,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2038,NCC-H2,2.035426529226991,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2039,NCC-H2,1.850664799140294,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2040,NCC-H2,1.5418530328951914,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2041,NCC-H2,1.42943602650194,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2042,NCC-H2,1.3538001720359514,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2043,NCC-H2,1.2289341050958866,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2044,NCC-H2,1.102558238034052,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2045,NCC-H2,0.9469041354505924,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2046,NCC-H2,0.7991857327510524,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2047,NCC-H2,0.6407789342703583,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2048,NCC-H2,0.42718595618023886,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2049,NCC-H2,0.2210326967312942,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2050,NCC-H2,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2025,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2026,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2027,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2028,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2029,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2030,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2031,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2032,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2033,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2034,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2035,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2036,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2037,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2038,RDH,4.246964837800309,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2039,RDH,3.641495655507879,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2040,RDH,3.033856332777124,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2041,RDH,2.7322068118500713,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2042,RDH,2.428387150484694,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2043,RDH,2.1245674891193165,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2044,RDH,1.8229179681922638,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2045,RDH,1.5190983068268864,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2046,RDH,1.215278645461509,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2047,RDH,0.9114589840961318,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2048,RDH,0.6076393227307545,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2049,RDH,0.30381966136537725,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2050,RDH,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2025,Heat_Pump,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2026,Heat_Pump,0.23455393143579661,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2027,Heat_Pump,0.2248041980220774,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2028,Heat_Pump,0.2150544646083582,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2029,Heat_Pump,0.20530473119463896,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2030,Heat_Pump,0.19555499778091978,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2031,Heat_Pump,0.18776641764007515,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2032,Heat_Pump,0.17997783749923046,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2033,Heat_Pump,0.1721892573583858,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2034,Heat_Pump,0.16440067721754115,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2035,Heat_Pump,0.15661209707669652,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2036,Heat_Pump,0.14097890384435363,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2037,Heat_Pump,0.12528967766135718,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2038,Heat_Pump,0.10965648442901434,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2039,Heat_Pump,0.09402329119667147,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2040,Heat_Pump,0.07833406501367503,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2041,Heat_Pump,0.07054548487283038,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2042,Heat_Pump,0.06270087178133216,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2043,Heat_Pump,0.054856258689833945,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2044,Heat_Pump,0.04706767854898929,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2045,Heat_Pump,0.039223065457491074,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2046,Heat_Pump,0.03137845236599286,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2047,Heat_Pump,0.023533839274494647,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2048,Heat_Pump,0.01568922618299643,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2049,Heat_Pump,0.007844613091498216,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
2050,Heat_Pump,0.0,MtCO2_per_yr,shaheen_ncc_h2_flat_decoupled,stacked_area
