facility_id,company,location,product,process,start_year,capacity_kt,annual_emissions_kt_co2,emission_intensity_t_co2_per_t,lng_emissions,electricity_emissions,fuel_gas_emissions,fuel_oil_emissions
HD현대케미칼_대산_Butadiene_2021,HD현대케미칼,대산,Butadiene,Naphtha Cracker,2021,163.0,252.17632592835486,1.5470940241003366,0.9976774052517968,250.53283055988203,0.6458179632210291,0.0
LG화학_대산_Butadiene_1991,LG화학,대산,Butadiene,Naphtha Cracker,1991,200.0,309.4188048200673,1.5470940241003364,1.224144055523677,307.4022460857448,0.7924146787988088,0.0
한화토탈에너지스_대산_Butadiene_1991,한화토탈에너지스,대산,Butadiene,Naphtha Cracker,1991,150.0,232.06410361505047,1.5470940241003364,0.9181080416427577,230.5516845643086,0.5943110090991066,0.0
금호석유화학_여수_Butadiene_1992,금호석유화학,여수,Butadiene,Naphtha Cracker,1992,147.0,227.4228215427495,1.5470940241003366,0.8997458808099027,225.94065087302243,0.5824247889171245,0.0
롯데GS화학_여수_Butadiene_2022,롯데GS화학,여수,Butadiene,Naphtha Cracker,2022,130.0,201.12222313304375,1.5470940241003366,0.7956936360903901,199.81145995573414,0.5150695412192258,0.0
롯데케미칼_여수_Butadiene_2011,롯데케미칼,여수,Butadiene,Naphtha Cracker,2011,160.0,247.53504385605385,1.5470940241003366,0.9793152444189416,245.92179686859586,0.6339317430390471,0.0
LG화학_여수_Butadiene_1991,LG화학,여수,Butadiene,Naphtha Cracker,1991,306.0,473.410771374703,1.5470940241003366,1.872940404951226,470.3254365111896,1.2123944585621775,0.0
여천NCC_여수_Butadiene_1992,여천NCC,여수,Butadiene,Naphtha Cracker,1992,378.0,584.8015411099271,1.5470940241003364,2.31363226493975,580.9902451020577,1.4976637429297486,0.0
금호석유화학_울산_Butadiene_1979,금호석유화학,울산,Butadiene,Naphtha Cracker,1979,90.0,139.2384621690303,1.5470940241003366,0.5508648249856547,138.33101073858518,0.35658660545946397,0.0
대한유화_울산_Butadiene_2023,대한유화,울산,Butadiene,Naphtha Cracker,2023,146.0,225.87572751864914,1.5470940241003366,0.8936251605322842,224.40363964259373,0.5784627155231304,0.0
SK지오센트릭_울산_Butadiene_1989,SK지오센트릭,울산,Butadiene,Naphtha Cracker,1989,130.0,201.12222313304375,1.5470940241003366,0.7956936360903901,199.81145995573414,0.5150695412192258,0.0
OCI_광양_벤젠_1995,OCI,광양,벤젠,BTX Plant,1995,200.0,247.47383665327757,1.2373691832663878,0.9181080416427577,245.92179686859575,0.633931743039047,0.0
롯데케미칼_대산_벤젠_2011,롯데케미칼,대산,벤젠,BTX Plant,2011,240.0,296.9686039839331,1.237369183266388,1.1017296499713094,295.1061562423149,0.7607180916468564,0.0
HD현대케미칼_대산_벤젠_2016,HD현대케미칼,대산,벤젠,BTX Plant,2016,410.0,507.321365139219,1.2373691832663878,1.8821214853676531,504.1396835806213,1.2995600732300463,0.0
HD현대오일뱅크_대산_벤젠_1997,HD현대오일뱅크,대산,벤젠,BTX Plant,1997,338.0,418.23078394403905,1.2373691832663878,1.5516025903762605,415.6078367079268,1.0713446457359894,0.0
LG화학_대산_벤젠_1991,LG화학,대산,벤젠,BTX Plant,1991,270.0,334.08967948192475,1.237369183266388,1.239445856217723,331.9944257726043,0.8558078531027135,0.0
한화토탈에너지스_대산_벤젠_1991,한화토탈에너지스,대산,벤젠,BTX Plant,1991,1267.0,1567.7467551985133,1.2373691832663878,5.81621444380687,1557.9145831625542,4.015957592152363,0.0
롯데케미칼_여수_벤젠_1992,롯데케미칼,여수,벤젠,BTX Plant,1992,235.0,290.7817580676012,1.237369183266388,1.0787769489302403,288.95811132060004,0.7448697980708803,0.0
LG화학_여수_벤젠_1992,LG화학,여수,벤젠,BTX Plant,1992,630.0,779.5425854578243,1.2373691832663878,2.892040331174687,774.6536601360766,1.9968849905729982,0.0
여천NCC_여수_벤젠_1979,여천NCC,여수,벤젠,BTX Plant,1979,457.0,565.4777167527393,1.237369183266388,2.0978768751537014,561.9313058447414,1.4485340328442224,0.0
GS칼텍스_여수_벤젠_1990,GS칼텍스,여수,벤젠,BTX Plant,1990,930.0,1150.7533404377407,1.2373691832663878,4.269202393638824,1143.5363554389703,2.9477826051315685,0.0
대한유화_온산_벤젠_2008,대한유화,온산,벤젠,BTX Plant,2008,210.0,259.84752848594144,1.2373691832663878,0.9640134437248956,258.2178867120255,0.6656283301909993,0.0
S-Oil_온산_벤젠_1991,S-Oil,온산,벤젠,BTX Plant,1991,672.0,831.5120911550125,1.2373691832663876,3.084843019919666,826.2972374784817,2.130010656611198,0.0
롯데케미칼_울산_벤젠_1986,롯데케미칼,울산,벤젠,BTX Plant,1986,110.0,136.11061015930267,1.2373691832663878,0.5049594229035168,135.2569882777277,0.34866245867147583,0.0
SK지오센트릭_울산_벤젠_1972,SK지오센트릭,울산,벤젠,BTX Plant,1972,603.0,746.1336175096319,1.237369183266388,2.7680957455529147,741.4542175588163,1.911304205262727,0.0
울산아로마틱스_울산_벤젠_2014,울산아로마틱스,울산,벤젠,BTX Plant,2014,600.0,742.4215099598327,1.237369183266388,2.754324124928273,737.7653906057873,1.9017952291171412,0.0
SK인천석유화학_인천_벤젠_2006,SK인천석유화학,인천,벤젠,BTX Plant,2006,600.0,742.4215099598327,1.237369183266388,2.754324124928273,737.7653906057873,1.9017952291171412,0.0
OCI_광양_톨루엔_1995,OCI,광양,톨루엔,BTX Plant,1995,40.0,37.15222559226167,0.9288056398065418,0.15301800694045964,36.888269530289385,0.11093805503183322,0.0
롯데케미칼_대산_톨루엔_2011,롯데케미칼,대산,톨루엔,BTX Plant,2011,120.0,111.45667677678503,0.928805639806542,0.45905402082137886,110.66480859086815,0.33281416509549966,0.0
LG화학_대산_톨루엔_2011,LG화학,대산,톨루엔,BTX Plant,2011,100.0,92.88056398065419,0.9288056398065418,0.38254501735114904,92.22067382572345,0.27734513757958307,0.0
롯데케미칼_여수_톨루엔_1992,롯데케미칼,여수,톨루엔,BTX Plant,1992,220.0,204.3372407574392,0.9288056398065417,0.8415990381725279,202.8854824165916,0.6101593026750827,0.0
LG화학_여수_톨루엔_1992,LG화학,여수,톨루엔,BTX Plant,1992,112.0,104.0262316583327,0.928805639806542,0.42845041943328693,103.28715468481028,0.31062655408913303,0.0
여천NCC_여수_톨루엔_1979,여천NCC,여수,톨루엔,BTX Plant,1979,282.0,261.9231904254448,0.9288056398065417,1.0787769489302403,260.0623001885401,0.7821132879744243,0.0
GS칼텍스_여수_톨루엔_1990,GS칼텍스,여수,톨루엔,BTX Plant,1990,170.0,157.89695876711212,0.928805639806542,0.6503265294969535,156.77514550372987,0.47148673388529116,0.0
대한유화_온산_톨루엔_2008,대한유화,온산,톨루엔,BTX Plant,2008,78.0,72.44683990491026,0.9288056398065418,0.2983851135338963,71.9321255840643,0.21632920731207478,0.0
S-Oil_온산_톨루엔_1991,S-Oil,온산,톨루엔,BTX Plant,1991,300.0,278.64169194196256,0.9288056398065418,1.1476350520534473,276.66202147717036,0.8320354127387493,0.0
SK지오센트릭_울산_톨루엔_2070,SK지오센트릭,울산,톨루엔,BTX Plant,2070,1506.0,1398.7812935486522,0.928805639806542,5.761127961308305,1388.8433478153954,4.176817771948521,0.0
롯데케미칼_대산_자일렌_2011,롯데케미칼,대산,자일렌,BTX Plant,2011,60.0,103.6822690384458,1.72803781730743,0.2524797114517584,103.28715468481026,0.1426346421837856,0.0
HD현대케미칼_대산_자일렌_2016,HD현대케미칼,대산,자일렌,BTX Plant,2016,1350.0,2332.85105336503,1.7280378173074298,5.680793507664563,2323.9609804082306,3.2092794491351757,0.0
롯데케미칼_여수_자일렌_1992,롯데케미칼,여수,자일렌,BTX Plant,1992,79.0,136.514987567287,1.7280378173074302,0.3324316200781485,135.99475366833352,0.1878022788753177,0.0
LG화학_여수_자일렌_1992,LG화학,여수,자일렌,BTX Plant,1992,60.0,103.6822690384458,1.72803781730743,0.2524797114517584,103.28715468481026,0.1426346421837856,0.0
여천NCC_여수_자일렌_1979,여천NCC,여수,자일렌,BTX Plant,1979,204.0,352.5197147307157,1.7280378173074298,0.8584310189359785,351.17632592835486,0.48495778342487095,0.0
GS칼텍스_여수_자일렌_1990,GS칼텍스,여수,자일렌,BTX Plant,1990,350.0,604.8132360576005,1.72803781730743,1.4727983168019239,602.5084023280599,0.8320354127387493,0.0
대한유화_온산_자일렌_2008,대한유화,온산,자일렌,BTX Plant,2008,47.0,81.21777741344923,1.7280378173074304,0.19777577397054405,80.90827116976804,0.11173046971063204,0.0
S-Oil_온산_자일렌_1991,S-Oil,온산,자일렌,BTX Plant,1991,450.0,777.6170177883434,1.7280378173074298,1.893597835888188,774.653660136077,1.069759816378392,0.0
SK지오센트릭_울산_자일렌_2070,SK지오센트릭,울산,자일렌,BTX Plant,2070,894.0,1544.8658086728426,1.7280378173074302,3.7619477006312,1538.9786048036729,2.1252561685384053,0.0
롯데케미칼_울산_O-X_1980,롯데케미칼,울산,O-X,BTX Plant,1980,210.0,33085.059,157.5479,8.232,33075.0,1.8270000000000002,0.0
SK지오센트릭_울산_O-X_1990,SK지오센트릭,울산,O-X,BTX Plant,1990,200.0,31509.58,157.5479,7.84,31500.0,1.74,0.0
롯데케미칼_울산_M-X_1998,롯데케미칼,울산,M-X,BTX Plant,1998,360.0,56717.244,157.5479,14.111999999999998,56700.0,3.132,0.0
HD현대오일뱅크_대산_P-X_1997,HD현대오일뱅크,대산,P-X,BTX Plant,1997,1460.0,295732.344,202.5564,65.408,295650.0,16.936,0.0
한화토탈에너지스_대산_P-X_1997,한화토탈에너지스,대산,P-X,BTX Plant,1997,2000.0,405112.8,202.5564,89.60000000000001,405000.0,23.200000000000003,0.0
GS칼텍스_여수_P-X_1990,GS칼텍스,여수,P-X,BTX Plant,1990,1350.0,273451.13999999996,202.55639999999997,60.480000000000004,273375.0,15.66,0.0
S-Oil_온산_P-X_1997,S-Oil,온산,P-X,BTX Plant,1997,1900.0,384857.16,202.5564,85.12,384750.0,22.040000000000003,0.0
롯데케미칼_울산_P-X_1980,롯데케미칼,울산,P-X,BTX Plant,1980,750.0,151917.30000000002,202.55640000000002,33.6,151875.0,8.700000000000001,0.0
SK지오센트릭_울산_P-X_1990,SK지오센트릭,울산,P-X,BTX Plant,1990,830.0,168121.812,202.5564,37.184,168075.0,9.628,0.0
울산아로마틱스_울산_P-X_2014,울산아로마틱스,울산,P-X,BTX Plant,2014,1000.0,202556.4,202.5564,44.800000000000004,202500.0,11.600000000000001,0.0
SK인천석유화학_인천_P-X_2014,SK인천석유화학,인천,P-X,BTX Plant,2014,1500.0,303834.60000000003,202.55640000000002,67.2,303750.0,17.400000000000002,0.0
SK지오센트릭_울산_C-H_1974,SK지오센트릭,울산,C-H,Naphtha Cracker,1974,160.0,14405.408,90.0338,4.48,14400.0,0.928,0.0
카프로_울산_C-H_2000,카프로,울산,C-H,Naphtha Cracker,2000,190.0,17106.422,90.0338,5.32,17100.0,1.102,0.0
롯데케미칼_대산_SM_2005,롯데케미칼,대산,SM,Utility,2005,350.0,323.5757029264695,0.9245020083613414,0.803344536437413,322.7723583900321,0.0,0.0
LG화학_대산_SM_2006,LG화학,대산,SM,Utility,2006,577.0,533.4376588244941,0.9245020083613416,1.324370850069678,532.1132879744243,0.0,0.0
한화토탈에너지스_대산_SM_1991,한화토탈에너지스,대산,SM,Utility,1991,1071.0,990.1416509549967,0.9245020083613416,2.458234281498484,987.6834166734983,0.0,0.0
여천NCC_여수_SM_1986,여천NCC,여수,SM,Utility,1986,351.0,324.5002049348309,0.9245020083613416,0.8056398065415199,323.69456512828936,0.0,0.0
SKpicglobal_울산_SM_1990,SKpicglobal,울산,SM,Utility,1990,400.0,369.8008033445366,0.9245020083613414,0.9181080416427577,368.8826953028938,0.0,0.0
LG화학_여수_EDC_1996,LG화학,여수,EDC,Utility,1996,810.0,748.8466267726866,0.9245020083613414,1.8591687843265843,746.98745798836,0.0,0.0
한화솔루션_여수_EDC_1980,한화솔루션,여수,EDC,Utility,1980,1586.0,1466.2601852610874,0.9245020083613413,3.640298385113534,1462.6198868759739,0.0,0.0
한화솔루션_울산_EDC_1991,한화솔루션,울산,EDC,Utility,1991,385.0,355.9332732191165,0.9245020083613414,0.8836789900811542,355.04959422903534,0.0,0.0
LG화학_대산_VCM_1997,LG화학,대산,VCM,Utility,1997,230.0,170.12596660928494,0.7396781156925433,0.4399267699538214,169.68603983933113,0.0,0.0
LG화학_여수_VCM_1990,LG화학,여수,VCM,Utility,1990,720.0,532.5682432986312,0.7396781156925433,1.3771620624641367,531.1910812361671,0.0,0.0
한화솔루션_여수_VCM_1979,한화솔루션,여수,VCM,Utility,1979,583.0,431.2323414487527,0.7396781156925433,1.1151187255785995,430.1172227231741,0.0,0.0
한화솔루션_울산_VCM_1972,한화솔루션,울산,VCM,Utility,1972,264.0,195.27502254283144,0.7396781156925433,0.5049594229035168,194.77006311992793,0.0,0.0
롯데케미칼_여수_PC_2008,롯데케미칼,여수,PC,Utility,2008,480.0,1092.443642921551,2.2759242560865642,0.5508648249856546,1091.8927780965653,0.0,0.0
LG화학_여수_PC_2001,LG화학,여수,PC,Utility,2001,170.0,386.90712353471594,2.2759242560865642,0.19509795884908598,386.71202557586685,0.0,0.0
삼양화성_전주_PC_1999,삼양화성,전주,PC,Utility,1999,120.0,273.11091073038773,2.2759242560865642,0.13771620624641365,272.9731945241413,0.0,0.0
HD현대케미칼_대산_LDPE_2021,HD현대케미칼,대산,LDPE,Utility,2021,300.0,738.1096811214035,2.4603656037380115,0.3442905156160341,737.7653906057874,0.0,0.0
LG화학_대산_LDPE_2006,LG화학,대산,LDPE,Utility,2006,280.0,688.9023690466431,2.460365603738011,0.32133781457496513,688.5810312320682,0.0,0.0
한화토탈에너지스_대산_LDPE_1991,한화토탈에너지스,대산,LDPE,Utility,1991,435.0,1070.259037626035,2.4603656037380115,0.4992212476432495,1069.7598163783919,0.0,0.0
LG화학_여수_LDPE_1990,LG화학,여수,LDPE,Utility,1990,180.0,442.8658086728421,2.4603656037380115,0.20657430936962046,442.6592343634725,0.0,0.0
한화솔루션_여수_LDPE_1979,한화솔루션,여수,LDPE,Utility,1979,337.0,829.14320845971,2.460365603738012,0.3867530125420116,828.7564554471679,0.0,0.0
롯데케미칼_울산_LDPE_1972,롯데케미칼,울산,LDPE,Utility,1972,120.0,295.2438724485614,2.4603656037380115,0.13771620624641365,295.10615624231497,0.0,0.0
롯데케미칼_대산_LDPE_2005,롯데케미칼,대산,LDPE,Utility,2005,500.0,1230.1828018690055,2.460365603738011,0.5738175260267235,1229.6089843429788,0.0,0.0
LG화학_대산_L-LDPE_2006,LG화학,대산,L-LDPE,Utility,2006,125.0,269.1012924556657,2.1528103396453258,0.12432713063912344,268.9769653250266,0.0,0.0
한화토탈에너지스_대산_L-LDPE_2004,한화토탈에너지스,대산,L-LDPE,Utility,2004,530.0,1140.9894800120226,2.1528103396453258,0.5271470339098835,1140.4623329781127,0.0,0.0
DL케미칼_여수_L-LDPE_2010,DL케미칼,여수,L-LDPE,Utility,2010,10.0,21.528103396453258,2.1528103396453258,0.009946170451129875,21.518157226002128,0.0,0.0
롯데케미칼_여수_L-LDPE_2019,롯데케미칼,여수,L-LDPE,Utility,2019,600.0,1291.6862037871954,2.1528103396453258,0.5967702270677926,1291.0894335601276,0.0,0.0
LG화학_여수_L-LDPE_2021,LG화학,여수,L-LDPE,Utility,2021,425.0,914.9443943492633,2.1528103396453253,0.4227122441730197,914.5216821050903,0.0,0.0
한화솔루션_여수_L-LDPE_1986,한화솔루션,여수,L-LDPE,Utility,1986,288.0,620.0093778178539,2.1528103396453258,0.2864497089925404,619.7229281088613,0.0,0.0
SSNC_울산_L-LDPE_2015,SSNC,울산,L-LDPE,Utility,2015,180.0,387.5058611361586,2.1528103396453258,0.17903106812033778,387.3268300680383,0.0,0.0
SK지오센트릭_울산_L-LDPE_1990,SK지오센트릭,울산,L-LDPE,Utility,1990,550.0,1184.0456868049291,2.1528103396453258,0.5470393748121433,1183.498647430117,0.0,0.0
HD현대케미칼_대산_HDPE_2021,HD현대케미칼,대산,HDPE,Utility,2021,575.0,1061.0656611197642,1.8453315845561116,0.5279121239445859,1060.5377489958196,0.0,0.0
한화토탈에너지스_대산_HDPE_1991,한화토탈에너지스,대산,HDPE,Utility,1991,180.0,332.1596852201001,1.8453315845561116,0.16525944749569643,331.99442577260436,0.0,0.0
DL케미칼_여수_HDPE_1980,DL케미칼,여수,HDPE,Utility,1980,630.0,1162.5588982703503,1.8453315845561116,0.5784080662349376,1161.9804902041153,0.0,0.0
롯데케미칼_여수_HDPE_1992,롯데케미칼,여수,HDPE,Utility,1992,360.0,664.3193704402001,1.8453315845561116,0.33051889499139286,663.9888515452087,0.0,0.0
LG화학_여수_HDPE_1992,LG화학,여수,HDPE,Utility,1992,500.0,922.6657922780557,1.8453315845561116,0.45905402082137897,922.2067382572344,0.0,0.0
GS칼텍스_여수_HDPE_2021,GS칼텍스,여수,HDPE,Utility,2021,650.0,1199.4655299614724,1.8453315845561113,0.5967702270677927,1198.8687597344046,0.0,0.0
대한유화_온산_HDPE_1976,대한유화,온산,HDPE,Utility,1976,210.0,387.5196327567834,1.8453315845561113,0.19280268874497916,387.3268300680384,0.0,0.0
SK지오센트릭_울산_HDPE_1990,SK지오센트릭,울산,HDPE,Utility,1990,490.0,904.2124764324946,1.8453315845561113,0.44987294040495135,903.7626034920896,0.0,0.0
롯데케미칼_대산_PP_2005,롯데케미칼,대산,PP,Utility,2005,500.0,984.2992595021453,1.9685985190042907,0.6120720277618386,983.6871874743834,0.0,0.0
HD현대케미칼_대산_PP_2021,HD현대케미칼,대산,PP,Utility,2021,380.0,748.0674372216304,1.9685985190042905,0.4651747410989973,747.6022624805314,0.0,0.0
LG화학_대산_PP_2006,LG화학,대산,PP,Utility,2006,1117.0,2198.9245457277925,1.9685985190042905,1.3673689100199473,2197.5571768177724,0.0,0.0
한화토탈에너지스_대산_PP_1991,한화토탈에너지스,대산,PP,Utility,1991,600.0,1181.1591114025744,1.9685985190042905,0.7344864333142063,1180.42462496926,0.0,0.0
롯데케미칼_여수_PP_1979,롯데케미칼,여수,PP,Utility,1979,180.0,354.3477334207723,1.9685985190042905,0.22034592999426186,354.127387490778,0.0,0.0
GS칼텍스_여수_PP_1987,GS칼텍스,여수,PP,Utility,1987,730.0,1437.076918873132,1.9685985190042903,0.8936251605322842,1436.1832937125996,0.0,0.0
폴리미래_여수_PP_1993,폴리미래,여수,PP,Utility,1993,405.0,797.2824001967376,1.9685985190042905,0.4957783424870892,796.7866218542505,0.0,0.0
S-Oil_온산_PP_2018,S-Oil,온산,PP,Utility,2018,550.0,1082.7291854523598,1.9685985190042907,0.6732792305380224,1082.0559062218217,0.0,0.0
대한유화_온산_PP_1976,대한유화,온산,PP,Utility,1976,432.0,850.4345602098534,1.9685985190042903,0.5288302319862285,849.9057299778672,0.0,0.0
SK지오센트릭_울산_PP_1990,SK지오센트릭,울산,PP,Utility,1990,400.0,787.4394076017161,1.9685985190042903,0.4896576222094708,786.9497499795066,0.0,0.0
울산피피_울산_PP_2021,울산피피,울산,PP,Utility,2021,600.0,1181.1591114025744,1.9685985190042905,0.7344864333142063,1180.42462496926,0.0,0.0
LG화학_여수_PS_1984,LG화학,여수,PS,Utility,1984,40.0,68.9131896057054,1.722829740142635,0.05508648249856545,68.85810312320683,0.0,0.0
금호석유화학_울산_PS_1973,금호석유화학,울산,PS,Utility,1973,265.0,456.5498811377983,1.7228297401426351,0.3649479465529961,456.1849331912453,0.0,0.0
HDC현대EP_울산_PS_1989,HDC현대EP,울산,PS,Utility,1989,148.0,254.97880154111,1.7228297401426351,0.2038199852446922,254.7749815558653,0.0,0.0
한국이네오스스티롤루션_울산_PS_1985,한국이네오스스티롤루션,울산,PS,Utility,1985,266.0,458.27271087794094,1.7228297401426351,0.3663251086154603,457.9063857693255,0.0,0.0
SH에너지화학_군산_EPS_1973,SH에너지화학,군산,EPS,Utility,1973,100.0,184.59436565838735,1.8459436565838734,0.15301800694045964,184.44134765144688,0.0,0.0
롯데케미칼_여수_EPS_1989,롯데케미칼,여수,EPS,Utility,1989,90.0,166.1349290925486,1.8459436565838732,0.13771620624641367,165.99721288630218,0.0,0.0
LG화학_여수_EPS_1984,LG화학,여수,EPS,Utility,1984,90.0,166.1349290925486,1.8459436565838732,0.13771620624641367,165.99721288630218,0.0,0.0
금호석유화학_울산_EPS_1973,금호석유화학,울산,EPS,Utility,1973,80.0,147.6754925267099,1.8459436565838736,0.1224144055523677,147.5530781211575,0.0,0.0
HDC현대EP_울산_EPS_1989,HDC현대EP,울산,EPS,Utility,1989,80.0,147.6754925267099,1.8459436565838736,0.1224144055523677,147.5530781211575,0.0,0.0
한국바스프_울산_EPS_1982,한국바스프,울산,EPS,Utility,1982,85.0,156.90521080962924,1.8459436565838734,0.1300653058993907,156.77514550372985,0.0,0.0
롯데케미칼_여수_ABS_1989,롯데케미칼,여수,ABS,Utility,1989,757.0,1630.1986829521543,2.153498920676558,1.2741809437932072,1628.924502008361,0.0,0.0
LG화학_여수_ABS_1978,LG화학,여수,ABS,Utility,1978,1030.0,2218.1038882968546,2.153498920676558,1.7336940186354073,2216.370194278219,0.0,0.0
금호석유화학_울산_ABS_1973,금호석유화학,울산,ABS,Utility,1973,290.0,624.5146869962017,2.1534989206765576,0.48812744214006615,624.0265595540617,0.0,0.0
한국이네오스스티롤루션_울산_ABS_1990,한국이네오스스티롤루션,울산,ABS,Utility,1990,276.0,594.3657021067299,2.1534989206765576,0.4645626690712354,593.9011394376587,0.0,0.0
LG화학_대산_PVC_1998,LG화학,대산,PVC,Utility,1998,240.0,369.0663169112223,1.5377763204634263,0.18362160832855148,368.88269530289375,0.0,0.0
LG화학_여수_PVC_1976,LG화학,여수,PVC,Utility,1976,450.0,691.999344208542,1.5377763204634265,0.344290515616034,691.6550536929259,0.0,0.0
한화솔루션_여수_PVC_1990,한화솔루션,여수,PVC,Utility,1990,480.0,738.1326338224446,1.5377763204634263,0.36724321665710297,737.7653906057875,0.0,0.0
