Year,TechID,Portfolio_Share,Cumulative_Abatement_Mt
2037,PE_002,0.030329013794103785,1.95
2037,PROP_002,0.005655792439986533,0.36363843984
2037,RE_002,0.06073614162744172,3.9050223320000006
2037,RE_003,0.223968101864151,14.399999999999999
2037,TPA_001,0.00970528441411321,0.624
2038,EE_BTX,0.11328732827346749,7.283794047276553
2038,EE_NCC,0.10417593316428095,6.697978082948433
2038,EE_UTL,0.2863437956813546,18.41043712694652
2038,ES_001,0.008709870628050316,0.5599999999999999
2038,ETH_003,0.012131605517641515,0.78
2038,ETH_004,0.02426321103528303,1.56
2038,HP_001,0.10109671264701262,6.5
2038,HP_002,0.019597208913113215,1.26
2038,PE_002,0.030329013794103785,1.95
2038,PROP_002,0.005655792439986533,0.36363843984
2038,RE_002,0.06073614162744172,3.9050223320000006
2038,RE_003,0.223968101864151,14.399999999999999
2038,TPA_001,0.00970528441411321,0.624
2039,EE_BTX,0.11328732827346749,7.283794047276553
2039,EE_NCC,0.10417593316428095,6.697978082948433
2039,EE_UTL,0.2863437956813546,18.41043712694652
2039,ES_001,0.008709870628050316,0.5599999999999999
2039,ETH_003,0.012131605517641515,0.78
2039,ETH_004,0.02426321103528303,1.56
2039,HP_001,0.10109671264701262,6.5
2039,HP_002,0.019597208913113215,1.26
2039,PE_002,0.030329013794103785,1.95
2039,PROP_002,0.005655792439986533,0.36363843984
2039,RE_002,0.06073614162744172,3.9050223320000006
2039,RE_003,0.223968101864151,14.399999999999999
2039,TPA_001,0.00970528441411321,0.624
2040,EE_BTX,0.09533517146853612,9.711725396368736
2040,EE_NCC,0.08766762004605881,8.930637443931245
2040,EE_UTL,0.24096812305729784,24.547249502595356
2040,ES_001,0.010994482204437566,1.1199999999999999
2040,ETH_003,0.019142178838083265,1.95
2040,ETH_004,0.06125497228186645,6.24
2040,HP_001,0.09571089419041633,9.75
2040,HP_002,0.024737584959984526,2.52
2040,PE_001,0.010768782624392901,1.097008146
2040,PE_002,0.03956050293203875,4.03
2040,PROP_002,0.01582065191679322,1.61163843984
2040,RE_002,0.07170976610017235,7.305022332000001
2040,RE_003,0.21203644251415307,21.599999999999998
2040,TPA_001,0.014292826865768837,1.456
2041,EE_BTX,0.09533517146853612,9.711725396368736
2041,EE_NCC,0.08766762004605881,8.930637443931245
2041,EE_UTL,0.24096812305729784,24.547249502595356
2041,ES_001,0.010994482204437566,1.1199999999999999
2041,ETH_003,0.019142178838083265,1.95
2041,ETH_004,0.06125497228186645,6.24
2041,HP_001,0.09571089419041633,9.75
2041,HP_002,0.024737584959984526,2.52
2041,PE_001,0.010768782624392901,1.097008146
2041,PE_002,0.03956050293203875,4.03
2041,PROP_002,0.01582065191679322,1.61163843984
2041,RE_002,0.07170976610017235,7.305022332000001
2041,RE_003,0.21203644251415307,21.599999999999998
2041,TPA_001,0.014292826865768837,1.456
2042,EE_BTX,0.09533517146853612,9.711725396368736
2042,EE_NCC,0.08766762004605881,8.930637443931245
2042,EE_UTL,0.24096812305729784,24.547249502595356
2042,ES_001,0.010994482204437566,1.1199999999999999
2042,ETH_003,0.019142178838083265,1.95
2042,ETH_004,0.06125497228186645,6.24
2042,HP_001,0.09571089419041633,9.75
2042,HP_002,0.024737584959984526,2.52
2042,PE_001,0.010768782624392901,1.097008146
2042,PE_002,0.03956050293203875,4.03
2042,PROP_002,0.01582065191679322,1.61163843984
2042,RE_002,0.07170976610017235,7.305022332000001
2042,RE_003,0.21203644251415307,21.599999999999998
2042,TPA_001,0.014292826865768837,1.456
2043,EE_BTX,0.09533517146853612,9.711725396368736
2043,EE_NCC,0.08766762004605881,8.930637443931245
2043,EE_UTL,0.24096812305729784,24.547249502595356
2043,ES_001,0.010994482204437566,1.1199999999999999
2043,ETH_003,0.019142178838083265,1.95
2043,ETH_004,0.06125497228186645,6.24
2043,HP_001,0.09571089419041633,9.75
2043,HP_002,0.024737584959984526,2.52
2043,PE_001,0.010768782624392901,1.097008146
2043,PE_002,0.03956050293203875,4.03
2043,PROP_002,0.01582065191679322,1.61163843984
2043,RE_002,0.07170976610017235,7.305022332000001
2043,RE_003,0.21203644251415307,21.599999999999998
2043,TPA_001,0.014292826865768837,1.456
2044,EE_BTX,0.09533517146853612,9.711725396368736
2044,EE_NCC,0.08766762004605881,8.930637443931245
2044,EE_UTL,0.24096812305729784,24.547249502595356
2044,ES_001,0.010994482204437566,1.1199999999999999
2044,ETH_003,0.019142178838083265,1.95
2044,ETH_004,0.06125497228186645,6.24
2044,HP_001,0.09571089419041633,9.75
2044,HP_002,0.024737584959984526,2.52
2044,PE_001,0.010768782624392901,1.097008146
2044,PE_002,0.03956050293203875,4.03
2044,PROP_002,0.01582065191679322,1.61163843984
2044,RE_002,0.07170976610017235,7.305022332000001
2044,RE_003,0.21203644251415307,21.599999999999998
2044,TPA_001,0.014292826865768837,1.456
2045,EE_BTX,0.1026386917215423,12.13965674546092
2045,EE_NCC,0.09438373780906674,11.163296804914056
2045,EE_UTL,0.2594284199232734,30.684061878244194
2045,ES_001,0.009469405695602534,1.1199999999999999
2045,ETH_003,0.016486911702165128,1.95
2045,ETH_004,0.05275811744692842,6.24
2045,HP_001,0.10991274468110086,13.0
2045,HP_002,0.021306162815105705,2.52
2045,PE_001,0.00927501355879891,1.097008146
2045,PE_002,0.034072950851141266,4.03
2045,PROP_002,0.013626123412029359,1.61163843984
2045,RE_002,0.06176269649745047,7.305022332000001
2045,RE_003,0.2025687964815117,23.958953639999997
2045,TPA_001,0.012310227404283296,1.456
2046,EE_BTX,0.1026386917215423,12.13965674546092
2046,EE_NCC,0.09438373780906674,11.163296804914056
2046,EE_UTL,0.2594284199232734,30.684061878244194
2046,ES_001,0.009469405695602534,1.1199999999999999
2046,ETH_003,0.016486911702165128,1.95
2046,ETH_004,0.05275811744692842,6.24
2046,HP_001,0.10991274468110086,13.0
2046,HP_002,0.021306162815105705,2.52
2046,PE_001,0.00927501355879891,1.097008146
2046,PE_002,0.034072950851141266,4.03
2046,PROP_002,0.013626123412029359,1.61163843984
2046,RE_002,0.06176269649745047,7.305022332000001
2046,RE_003,0.2025687964815117,23.958953639999997
2046,TPA_001,0.012310227404283296,1.456
2047,EE_BTX,0.1026386917215423,12.13965674546092
2047,EE_NCC,0.09438373780906674,11.163296804914056
2047,EE_UTL,0.2594284199232734,30.684061878244194
2047,ES_001,0.009469405695602534,1.1199999999999999
2047,ETH_003,0.016486911702165128,1.95
2047,ETH_004,0.05275811744692842,6.24
2047,HP_001,0.10991274468110086,13.0
2047,HP_002,0.021306162815105705,2.52
2047,PE_001,0.00927501355879891,1.097008146
2047,PE_002,0.034072950851141266,4.03
2047,PROP_002,0.013626123412029359,1.61163843984
2047,RE_002,0.06176269649745047,7.305022332000001
2047,RE_003,0.2025687964815117,23.958953639999997
2047,TPA_001,0.012310227404283296,1.456
2048,EE_BTX,0.1026386917215423,12.13965674546092
2048,EE_NCC,0.09438373780906674,11.163296804914056
2048,EE_UTL,0.2594284199232734,30.684061878244194
2048,ES_001,0.009469405695602534,1.1199999999999999
2048,ETH_003,0.016486911702165128,1.95
2048,ETH_004,0.05275811744692842,6.24
2048,HP_001,0.10991274468110086,13.0
2048,HP_002,0.021306162815105705,2.52
2048,PE_001,0.00927501355879891,1.097008146
2048,PE_002,0.034072950851141266,4.03
2048,PROP_002,0.013626123412029359,1.61163843984
2048,RE_002,0.06176269649745047,7.305022332000001
2048,RE_003,0.2025687964815117,23.958953639999997
2048,TPA_001,0.012310227404283296,1.456
2049,EE_BTX,0.1026386917215423,12.13965674546092
2049,EE_NCC,0.09438373780906674,11.163296804914056
2049,EE_UTL,0.2594284199232734,30.684061878244194
2049,ES_001,0.009469405695602534,1.1199999999999999
2049,ETH_003,0.016486911702165128,1.95
2049,ETH_004,0.05275811744692842,6.24
2049,HP_001,0.10991274468110086,13.0
2049,HP_002,0.021306162815105705,2.52
2049,PE_001,0.00927501355879891,1.097008146
2049,PE_002,0.034072950851141266,4.03
2049,PROP_002,0.013626123412029359,1.61163843984
2049,RE_002,0.06176269649745047,7.305022332000001
2049,RE_003,0.2025687964815117,23.958953639999997
2049,TPA_001,0.012310227404283296,1.456
2050,EE_BTX,0.10717126476064315,14.567588094553106
2050,EE_NCC,0.0985517681896912,13.395956165896866
2050,EE_UTL,0.2708849013144325,36.82087425389304
2050,ES_001,0.008239649264712585,1.1199999999999999
2050,ETH_003,0.014345817916240663,1.95
2050,ETH_004,0.04590661733197012,6.24
2050,HP_001,0.11954848263533886,16.25
2050,HP_002,0.01853921084560332,2.52
2050,PE_001,0.008070502110332695,1.097008146
2050,PE_002,0.02964802369356404,4.03
2050,PROP_002,0.011856549540901961,1.61163843984
2050,RE_002,0.0537418052558686,7.305022332000001
2050,RE_003,0.20278386309657392,27.564028439999998
2050,TPA_001,0.010711544044126362,1.456
