product,process,company,location,capacity_kt,year_built,Naphtha_GJ_per_tonne,Electricity_kWh_per_tonne,LNG_GJ_per_tonne,Fuel_Gas_GJ_per_tonne,Byproduct_Gas_GJ_per_tonne,LPG_GJ_per_tonne,Fuel_Oil_GJ_per_tonne,Diesel_GJ_per_tonne
P-X,BTX Plant,HDHyundai Oilbank,Daesan,1460,1997,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
P-X,BTX Plant,Hanwha TotalEnergies,Daesan,2000,1997,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
P-X,BTX Plant,GS Caltex,Yeosu,1350,1990,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
P-X,BTX Plant,S-Oil,Onsan,1900,1997,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
P-X,BTX Plant,Lotte Chemical,Ulsan,750,1980,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
P-X,BTX Plant,SK Geocentric,Ulsan,830,1990,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
P-X,BTX Plant,Ulsan Aromatics,Ulsan,1000,2014,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
P-X,BTX Plant,SK Incheon Petrochemical,Incheon,1500,2014,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
C-H,Naphtha Cracker,SK Geocentric,Ulsan,160,1974,18.8108108108108,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0
C-H,Naphtha Cracker,Caprolactam,Ulsan,190,2000,18.8108108108108,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0
SM,Utility,Lotte Chemical,Daesan,350,2005,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
SM,Utility,LG Chem,Daesan,577,2006,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
SM,Utility,Hanwha TotalEnergies,Daesan,1071,1991,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
SM,Utility,Yeochon NCC,Yeosu,351,1986,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
SM,Utility,SKpicglobal,Ulsan,400,1990,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
EDC,Utility,LG Chem,Yeosu,810,1996,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
EDC,Utility,Hanwha Solutions,Yeosu,1586,1980,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
EDC,Utility,Hanwha Solutions,Ulsan,385,1991,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
VCM,Utility,LG Chem,Daesan,230,1997,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0
VCM,Utility,LG Chem,Yeosu,720,1990,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0
VCM,Utility,Hanwha Solutions,Yeosu,583,1979,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0
VCM,Utility,Hanwha Solutions,Ulsan,264,1972,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0
PC,Utility,Lotte Chemical,Yeosu,480,2008,0.0,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0
PC,Utility,LG Chem,Yeosu,170,2001,0.0,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0
PC,Utility,Samyang Chemical,Jeonju,120,1999,0.0,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0
LDPE,Utility,HD Hyundai Chemical,Daesan,300,2021,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
LDPE,Utility,LG Chem,Daesan,280,2006,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
LDPE,Utility,Hanwha TotalEnergies,Daesan,435,1991,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
LDPE,Utility,LG Chem,Yeosu,180,1990,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
LDPE,Utility,Hanwha Solutions,Yeosu,337,1979,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
LDPE,Utility,Lotte Chemical,Ulsan,120,1972,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
LDPE,Utility,Lotte Chemical,Daesan,500,2005,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
L-LDPE,Utility,LG Chem,Daesan,125,2006,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
L-LDPE,Utility,Hanwha TotalEnergies,Daesan,530,2004,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
L-LDPE,Utility,DL Chemical,Yeosu,10,2010,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
L-LDPE,Utility,Lotte Chemical,Yeosu,600,2019,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
L-LDPE,Utility,LG Chem,Yeosu,425,2021,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
L-LDPE,Utility,Hanwha Solutions,Yeosu,288,1986,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
L-LDPE,Utility,SSNC,Ulsan,180,2015,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
L-LDPE,Utility,SK Geocentric,Ulsan,550,1990,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
HDPE,Utility,HD Hyundai Chemical,Daesan,575,2021,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
HDPE,Utility,Hanwha TotalEnergies,Daesan,180,1991,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
HDPE,Utility,DL Chemical,Yeosu,630,1980,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
HDPE,Utility,Lotte Chemical,Yeosu,360,1992,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
HDPE,Utility,LG Chem,Yeosu,500,1992,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
HDPE,Utility,GS Caltex,Yeosu,650,2021,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
HDPE,Utility,Daehan Oil Chemical,Onsan,210,1976,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
HDPE,Utility,SK Geocentric,Ulsan,490,1990,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,Lotte Chemical,Daesan,500,2005,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,HD Hyundai Chemical,Daesan,380,2021,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,LG Chem,Daesan,1117,2006,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,Hanwha TotalEnergies,Daesan,600,1991,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,Lotte Chemical,Yeosu,180,1979,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,GS Caltex,Yeosu,730,1987,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,Poly Mirae,Yeosu,405,1993,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,S-Oil,Onsan,550,2018,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,Daehan Oil Chemical,Onsan,432,1976,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,SK Geocentric,Ulsan,400,1990,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PP,Utility,Ulsan PP,Ulsan,600,2021,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0
PS,Utility,LG Chem,Yeosu,40,1984,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
PS,Utility,Kumho Petrochemical,Ulsan,265,1973,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
PS,Utility,HDC Hyundai EP,Ulsan,148,1989,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
PS,Utility,Korea INEOS Styrolution,Ulsan,266,1985,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0
EPS,Utility,SH Energy Chemical,Gunsan,100,1973,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0
EPS,Utility,Lotte Chemical,Yeosu,90,1989,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0
EPS,Utility,LG Chem,Yeosu,90,1984,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0
EPS,Utility,Kumho Petrochemical,Ulsan,80,1973,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0
EPS,Utility,HDC Hyundai EP,Ulsan,80,1989,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0
EPS,Utility,BASF Korea,Ulsan,85,1982,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0
ABS,Utility,Lotte Chemical,Yeosu,757,1989,0.0,1644.6657847845236,0.0,0,0.0,0.0,0.0,0.0
ABS,Utility,LG Chem,Yeosu,1030,1978,0.0,1644.6657847845236,0.0,0,0.0,0.0,0.0,0.0
ABS,Utility,Kumho Petrochemical,Ulsan,290,1973,0.0,1644.6657847845236,0.0,0,0.0,0.0,0.0,0.0
ABS,Utility,Korea INEOS Styrolution,Ulsan,276,1990,0.0,1644.6657847845236,0.0,0,0.0,0.0,0.0,0.0
PVC,Utility,LG Chem,Daesan,240,1998,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
PVC,Utility,LG Chem,Yeosu,450,1976,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
PVC,Utility,Hanwha Solutions,Yeosu,480,1990,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
PVC,Utility,Hanwha Solutions,Ulsan,330,2066,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0
TPA,Utility,Hanwha Impact,Daesan,700,1997,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
TPA,Utility,Samnam Petrochemical,Yeosu,1500,1990,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
TPA,Utility,Hanwha Impact,Ulsan,1300,1995,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
TPA,Utility,Taekwang Industrial,Ulsan,1000,1980,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
TPA,Utility,Hyosung Chemical,Ulsan,420,1997,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
CPLM,Utility,Caprolactam,Ulsan,270,1974,0.0,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0
DMT,Utility,SK Chemical,Ulsan,160,1989,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
EG,Utility,Lotte Chemical,Daesan,730,2005,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
EG,Utility,Hanwha TotalEnergies,Daesan,218,1991,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
EG,Utility,Lotte Chemical,Yeosu,400,1979,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
EG,Utility,Daehan Oil Chemical,Ulsan,200,2014,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
AN,Utility,Dongseo Petrochemical,Ulsan,602,1972,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0
AN,Utility,Taekwang Industrial,Ulsan,290,1997,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0
SBR,Utility,LG Chem,Daesan,80,1996,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
SBR,Utility,Kumho Petrochemical,Ulsan,183,1973,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
S-SBR,Utility,LG Chem,Daesan,80,2012,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
S-SBR,Utility,Kumho Petrochemical,Yeosu,123,2012,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
S-SBR,Utility,Lotte Versalis Elastomers,Yeosu,100,2018,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
SB-Latex,Utility,LG Chem,Daesan,20,1996,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
SB-Latex,Utility,Kumho Petrochemical,Ulsan,85,1983,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
SB-Latex,Utility,Korea Trinseo,Ulsan,43,1990,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
SB-Latex,Utility,Hansol Chemical,Jeonju,60,1996,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
BR,Utility,LG Chem,Daesan,220,1996,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
BR,Utility,Kumho Petrochemical,Yeosu,275,1980,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
NBR,Utility,LG Chem,Daesan,65,1996,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
NBR,Utility,Kumho Petrochemical,Ulsan,92,1987,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
NB-Latex,Utility,LG Chem,Yeosu,205,2008,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
NB-Latex,Utility,Kumho Petrochemical,Ulsan,946,2012,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
NB-Latex,Utility,Hansol Chemical,Jeonju,28,2021,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
EPDM,Utility,Kumho Polychem,Yeosu,310,1987,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0
EPDM,Utility,Lotte Versalis Elastomers,Yeosu,96,2018,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0
Acetic Acid,Utility,Lotte INEOS Chemical,Ulsan,710,1991,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
Vinyl Acetate,Utility,Lotte INEOS Chemical,Ulsan,460,1996,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0
Ethanol,Utility,Korea Alcohol Industrial,Ulsan,70,1974,0.0,1174.7612748460883,0.0,0,0.0,0.0,0.0,0.0
Ethyl Acetate,Utility,Korea Alcohol Industrial,Ulsan,123,1989,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
Alkylbenzene,Utility,ISU Chemical,Ulsan,180,1973,0.0,391.58709161536274,0.0,0,0.0,0.0,0.0,0.0
PA,Utility,Aekyung Chemical,Ulsan,210,1972,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
PA,Utility,OCI,Pohang,60,1983,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
MA,Utility,Aekyung Chemical,Ulsan,8,1988,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
MA,Utility,Yongsan Chemical,Ulsan,38,1976,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
MA,Utility,Korea PTG,Ulsan,30,1992,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0
